,a,b
1425,"[254.79586481957193, -836.0159054124765, -169.5266233273179, -105.99231270172656]","[-0.8454231023983365, 2.7750677775509773, 0.563977665637095, 0.3548929550685719]"
1426,"[159.06657047388632, -1224.2845233675946, -184.56585277325883, -537.3335700985705]","[-0.526676550939824, 4.061842221438248, 0.6144106618870545, 1.7930342962917527]"
1427,"[943.0139222047939, -734.993618216667, -230.43207796474837, -1066.3342720109863]","[-3.124734283172187, 2.440534366239173, 0.7689006686000527, 3.557242324415259]"
1428,"[900.2247065742939, -1674.028084015586, -59.042066577417835, -1293.6703166452164]","[-2.9851385548949856, 5.550925599422394, 0.19722267377956426, 4.313318430477333]"
1429,"[769.3137985090665, -1182.3498061159662, 163.60568841095244, -1299.952665106227]","[-2.551789621220586, 3.9200456294923773, -0.5436500302587944, 4.333804443835824]"
1430,"[847.6131289469557, 678.2422079071624, 465.64710694467726, -1687.6554894279102]","[-2.8127393372543743, -2.244969935321748, -1.5460935375781877, 5.622760037578594]"
1431,"[706.643150469132, -190.78712856923985, -1945.9005827425015, -986.9202110968829]","[-2.3436070189309084, 0.6335551167881692, 6.45960578641248, 3.284714045918695]"
1432,"[315.7842359063767, 591.9154947621371, -727.135384469645, -963.335349225197]","[-1.045652347089425, -1.9593666434060113, 2.4142172979760748, 3.2038734343977047]"
1433,"[132.18838007476256, 342.3169286878185, 399.99315666033755, -815.9765252029697]","[-0.4365703658872175, -1.1325213916200976, -1.3216518936782558, 2.7086110486604373]"
1434,"[-267.4710534841628, 289.5277010506061, 240.73640044695964, -315.4315308372131]","[0.8929675606425331, -0.9587294938041764, -0.7932606798467935, 1.0444532729187337]"
1435,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1436,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1437,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1438,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1439,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1440,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1441,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1442,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1443,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1444,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1445,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1446,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1447,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1448,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1449,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1450,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1451,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1452,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1453,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1454,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1455,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1456,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1457,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1458,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1459,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1460,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1461,"[67.49450101902653, 56.30877222243198, -641.8927589784543, 907.8745745021762]","[-0.2250373001941877, -0.18869429513176994, 2.1339678205935892, -3.0263331819338073]"
1462,"[1573.8962207207394, 88.87684172624942, 30.70596469408762, 270.86032333550963]","[-5.2616869965404, -0.2964681849641204, -0.10295639720676922, -0.9010742066965286]"
1463,"[1926.1954641877921, 422.3160701811603, -776.7096210448069, 306.4100917464057]","[-6.426360643550925, -1.4008307183366728, 2.5787765487308953, -1.0190486977309936]"
1464,"[851.4840914761178, 2324.2225911003984, -1591.6149537425122, 1434.823230218933]","[-2.8366681712702495, -7.703703119559393, 5.282897901404129, -4.773197426365952]"
1465,"[908.8705336216038, 4066.738130281842, -869.8997823062549, 1030.1081418625374]","[-3.025254857271233, -13.467361320731925, 2.8827609003265584, -3.425725162742533]"
1466,"[1720.662370900244, 3569.1742551324537, -157.57036333616398, 701.9902481912037]","[-5.711892030881352, -11.813091630457224, 0.5208275637133245, -2.328134919796241]"
1467,"[2826.4786589028995, 3970.2238944979804, 134.87069019422003, 1982.8940823317664]","[-9.376885191871255, -13.132867391137147, -0.4487357971390162, -6.5655992151022255]"
1468,"[2898.287162904765, 4172.962147707444, 592.2100527328428, 1613.7706137106086]","[-9.620507760897304, -13.808672754639423, -1.9614385748802032, -5.3331142151537465]"
1469,"[2560.676407576367, 1395.9204037177233, 2732.399283731142, -1938.398788460107]","[-8.499811579704854, -4.622783846823296, -9.040425283578639, 6.419283881939686]"
1470,"[1761.0117642497466, -801.0617855849905, 1695.1165338528153, 1114.5331920256303]","[-5.845888547290975, 2.6455536507177366, -5.606201021955832, -3.6863123914040363]"
1471,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1472,"[1437.9935202301403, -1162.3480698507508, -1153.612409014557, 731.5810501617012]","[-4.7617709544653835, 3.838024395092223, 3.825367311516029, -2.439316077731302]"
1473,"[2425.1491336568715, 789.9004977895725, -2147.493611345238, -357.0978311613113]","[-8.026925927823257, -2.6139840650665724, 7.115287950199808, 1.184826193778611]"
1474,"[2650.1503177210857, -2234.915428198604, -1523.9455175696087, -386.2501066252214]","[-8.776894828441215, 7.381579756698181, 5.04747181993588, 1.2788472576605971]"
1475,"[1979.242861715165, 341.96329553504376, -1988.6790727574944, 390.9905886520716]","[-6.559564792901457, -1.134947633605707, 6.588563664956428, -1.3013448117128803]"
1476,"[1800.1380303436995, 1062.820125099288, -467.2257215671405, -381.25984166771116]","[-5.966158753862646, -3.5197598227562947, 1.551388958855269, 1.257528627196816]"
1477,"[1662.1449597710846, 249.69955488221618, -3161.3128186101985, -1463.7298408173658]","[-5.508849119313691, -0.8261215606219007, 10.47242633039855, 4.842121366615862]"
1478,"[1302.5735699003956, 227.6233685008945, -120.72381918581956, -2092.1248777775495]","[-4.317203818998714, -0.7524472749899598, 0.40270211157386804, 6.920465040063008]"
1479,"[1528.176310269185, 71.17014885097451, 1645.7462596653493, -1360.2989454729052]","[-5.066717841183456, -0.23504675279687456, -5.438155616090379, 4.497452440840416]"
1480,"[1830.9657540442947, 1656.1244002462993, 96.6303583238787, -953.3568626829979]","[-6.055769559543941, -5.474279675811683, -0.3166044682845679, 3.1559479870903027]"
1481,"[2429.2420633402476, -533.0801811573533, 773.4414612947446, -2458.2143488479905]","[-8.038241651998316, 1.761202952802715, -2.553965988155247, 8.12813588043032]"
1482,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1483,"[1239.246707926066, 549.2059635938099, 1163.378529061986, -714.0465278900892]","[-4.104145965019117, -1.823710021927936, -3.8641332752715547, 2.374624602845474]"
1484,"[1884.7904613923379, -1269.0068368573886, 1888.8766525325775, -753.8232574873388]","[-6.238683764868403, 4.193408282753271, -6.260271462223702, 2.5093567537778574]"
1485,"[1370.3814992057746, 576.3488613397366, 2342.3370049286787, -1072.7427971077118]","[-4.5352301322773645, -1.9103453005139717, -7.754968315168915, 3.5622888040680456]"
1486,"[1577.5177736132414, 421.3431132356958, 1504.021151404221, -1686.5183381228412]","[-5.219330301734441, -1.3969815476897205, -4.970010113321141, 5.59041890255354]"
1487,"[1773.6521083371158, 790.4797447745858, -1308.2913231098591, -1392.335546843142]","[-5.867889895764527, -2.616790503104603, 4.319376187400243, 4.603166017659352]"
1488,"[864.5925508699793, 2480.802028145148, -744.9341885796493, -720.1996451289435]","[-2.8598014709660853, -8.214201387181754, 2.465616669188596, 2.3869496039285116]"
1489,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1490,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1491,"[320.6455058705268, 3182.6177343605814, -1140.77102916454, -1677.1432496080897]","[-1.0582064416765171, -10.51782524564686, 3.7726485580778073, 5.564172978901861]"
1492,"[1773.4260506116416, 2431.9941009252875, -1243.8110828442918, -1376.1153737568945]","[-5.86515638465715, -8.037713961986839, 4.117351896138998, 4.559005250372423]"
1493,"[2108.8858236888823, 2578.256754666373, 633.6472479860555, -3868.5438710751605]","[-6.9720764857990725, -8.520957351970981, -2.0942820364343895, 12.817307942186126]"
1494,"[2339.885353558196, 1713.281994267065, 1491.504373821163, -1612.3025984335493]","[-7.73465980819066, -5.65783320804239, -4.929732204995422, 5.333539886798538]"
1495,"[2381.8138545274574, 1247.7644654718197, -1110.4181726377924, -1284.995850876641]","[-7.872170758581046, -4.117723423497129, 3.6681837652235, 4.249946902952984]"
1496,"[1907.6287461993884, 1986.6551387406323, -1774.2108158786066, -1249.2995566131317]","[-6.300669966334816, -6.56028278653791, 5.860836338640529, 4.130715444549744]"
1497,"[1578.4841279191603, 964.108043973696, -2887.894714783766, -1081.3592592931836]","[-5.212629252309908, -3.1800930170933683, 9.534858459066106, 3.573754074734323]"
1498,"[2259.7926163475977, 784.4049218389835, -2716.426253944461, -1166.3227493141803]","[-7.458240759600589, -2.5865182452550797, 8.96941782567765, 3.8539850280360093]"
1499,"[2933.1432369046543, 237.54565371026396, -4452.84719943025, -1144.1860459069396]","[-9.679055423692509, -0.7781947613073846, 14.698693114856951, 3.7811916536133854]"
1500,"[2785.4788338856392, 235.11170276846244, -2408.8639783174613, -971.0546245879758]","[-9.194547624661674, -0.7705894875208529, 7.951724803099857, 3.208464516596921]"
1501,"[2912.947152765975, 65.86947777457885, -2068.8842083174645, -1858.0263425741146]","[-9.614925816246224, -0.21462739145136833, 6.831668795454583, 6.143309679080019]"
1502,"[2295.7037807842134, -1267.7812002462979, 2269.5225549344, -1051.1307094224483]","[-7.572563149812109, 4.1875283637755425, -7.499707576939375, 3.472252910171911]"
1503,"[-882.9561943577328, -594.5365534403242, 902.0866079589129, -1162.7236598130232]","[2.9105217749574503, 1.9611868190659627, -2.9822879292566005, 3.841086407154777]"
1504,"[206.62663277960604, -1338.913950108135, -2256.146162575584, -1720.9777600036882]","[-0.6848399973642088, 4.4172495004303665, 7.44828416803862, 5.69106699824945]"
1505,"[-229.78415108455732, -1007.3193407830546, -2549.564137619062, -686.6022209932329]","[0.7533976300858131, 3.3234196199227304, 8.417102009576638, 2.2687127460868335]"
1506,"[-1086.078821137846, -1385.0464155798397, -1768.7786468599782, -1929.9155358190021]","[3.5786778945546853, 4.571086971830226, 5.839380593987242, 6.388265198817515]"
1507,"[-1076.6471168743744, -1208.30631367098, -1895.5548875985344, -2935.5095246074393]","[3.5483018243820297, 3.9870276162080627, 6.260324385442758, 9.722013772722326]"
1508,"[-1219.016585580065, -670.2552556296658, -1708.376571747472, -2870.5784241355577]","[4.020880195731337, 2.212655702778713, 5.643784161122055, 9.510261342027071]"
1509,"[-2017.3313698706465, -1123.927890566224, -1795.215529237474, -2476.3415622624943]","[6.660133394061185, 3.713091659466445, 5.934108561890847, 8.20190566678416]"
1510,"[-1448.9579329303292, -99.68553360969949, -2216.9897436717333, -2182.417041062199]","[4.7847924849916055, 0.3282505397575798, 7.330691246336674, 7.234035993752469]"
1511,"[-1277.0040523324626, -506.12074143216546, -1700.7098436253916, -1711.7780892466703]","[4.2177211102245895, 1.6718589463749498, 5.626618731901548, 5.677133121900987]"
1512,"[-1653.7130157085148, -395.54683292486027, -1115.3135180222246, -756.6776182654115]","[5.465588290566718, 1.3055769921355305, 3.6902875667196455, 2.508876744189878]"
1513,"[-1777.1393814534672, -913.0369904235815, -1138.5448324791823, -465.37046630774114]","[5.879800616497457, 3.019006497956506, 3.7680820429841493, 1.5418806513847085]"
1514,"[-2012.0099550302516, -2848.8060683777503, -1181.507476082308, -467.00630772879947]","[6.659233984718032, 9.42939563512929, 3.9129698197344926, 1.5481436740321148]"
1515,"[-775.2552513299415, -714.9495924037982, -1573.6093986143103, -273.92363540990954]","[2.5670568918098984, 2.3661655828641117, 5.213213967480846, 0.9073926896981228]"
1516,"[-794.961051524338, -1165.5285860560293, -1679.2493832165082, 166.7070711316817]","[2.6329251679055314, 3.858354210722178, 5.566509743708626, -0.5552801553169094]"
1517,"[-167.00528507963097, -1512.3868514950739, -2194.202851346749, 144.00484468413165]","[0.5500482657206346, 5.011394078968478, 7.277463871964029, -0.4789462865611942]"
1518,"[217.48529979874888, -1812.6098330990028, -1793.7158024976613, 235.0836350014134]","[-0.7253814093925145, 6.012125791257187, 5.949058851265855, -0.7806087998550693]"
1519,"[-1449.4139202344584, -451.9325871054755, -2886.5672487489383, 263.8264845052055]","[4.805865663354611, 1.4989656057475456, 9.575964948893015, -0.8768494540374066]"
1520,"[-357.8258327474129, -1413.5328529466203, -2503.108921753957, 1003.2899455675248]","[1.1834963903418472, 4.689171891353239, 8.316365853356228, -3.3385170476854675]"
1521,"[-810.9950685416069, -1378.7449339014174, -814.6414019518173, 335.2112924847636]","[2.6850530339275513, 4.573387807223478, 2.708068798028474, -1.1145656601951819]"
1522,"[353.27757092536416, 1885.302769317445, -1578.682566244426, 126.62751091444412]","[-1.1772914819205904, -6.251137363915466, 5.244614540555317, -0.4214796343845811]"
1523,"[-62.093478612328646, 1814.2928699539184, -923.919406383975, -644.8552026713905]","[0.20140997203354843, -6.015308498292578, 3.0714927905828886, 2.144412228496848]"
1524,"[-174.27836900554516, -542.4289922391148, -690.2862664795109, 1103.426014283877]","[0.5746173865543907, 1.8003236439484949, 2.296288815937684, -3.674779236055333]"
1525,"[-447.04389560608837, -1102.4723323803673, -783.5756120854745, 524.5421605581118]","[1.4793120681990943, 3.656244513133058, 2.6066849559832588, -1.7481774179699778]"
1526,"[-679.5601650912696, -667.9320316776941, -891.0873026285342, -340.74577223322075]","[2.2499751313714347, 2.217109693770368, 2.961400884368502, 1.1333432711853226]"
1527,"[-450.69104803015483, -542.7065609836558, -578.0276567784806, -1363.0622302046716]","[1.4917713631870457, 1.8012658545964395, 1.9229036162727804, 4.549196920464192]"
1528,"[-495.3965462767918, -894.2247263394124, -294.35033382172713, -1801.07982481568]","[1.6406087889723031, 2.9680508929005, 0.9805726300001311, 6.008764281784527]"
1529,"[-250.69378363227275, -481.10136068778627, 324.4248355515604, -156.16659999458054]","[0.8284347526005817, 1.5971269390964464, -1.0785561985142282, 0.5180241146955828]"
1530,"[-168.8952987922704, -205.0947298496266, -276.43359665400294, 69.41862371265483]","[0.5563097404453866, 0.6822870850951009, 0.9214391773724687, -0.23441193213701955]"
1531,"[775.0690152797958, 1517.5882874368267, -1070.2893284880913, 81.40191430603464]","[-2.572687492652455, -5.031154417838274, 3.564656162210253, -0.2747155842051699]"
1532,"[1251.6427017310477, 1874.753863764855, -1157.3206934179766, -346.3639951780818]","[-4.153786009446912, -6.216104795589481, 3.8514849434624217, 1.1511374153315868]"
1533,"[906.2772820442417, 3079.828596960974, -1946.5423848796581, 123.36629488428883]","[-3.0090413483405545, -10.217923598199908, 6.474732186410147, -0.41401236266324876]"
1534,"[1020.5832134262531, 1889.674292448073, -1616.3164355546555, -811.7013096878898]","[-3.3880142870767287, -6.26725818076959, 5.379002442489438, 2.6980894618491282]"
1535,"[1351.9945666833414, 2258.476349445616, -2001.9243075570198, -879.1034709709076]","[-4.489344330881515, -7.491956255611334, 6.65630477822914, 2.9202388496749054]"
1536,"[815.4101047228932, 2629.7837611004534, -1412.2659217649998, 337.4355126408587]","[-2.7094832298875415, -8.726496903353391, 4.696605457198076, -1.1228793371846073]"
1537,"[288.31523240909087, 4248.005378590835, -836.7419555006715, 1530.0349819605563]","[-0.9589103103099508, -14.095999061808943, 2.7872914085669587, -5.08544428665145]"
1538,"[438.15808208624844, 2183.651313045843, -1963.3133668779017, 1487.6735706748898]","[-1.4578536698840883, -7.249270963223465, 6.5256205671497005, -4.946495691665143]"
1539,"[813.0221504227057, 626.67919309526, -1631.619704695315, 1746.5627780322604]","[-2.7018346154512445, -2.081514479909194, 5.42021135470991, -5.807408667646714]"
1540,"[1203.6647902820228, -599.7096671904796, -1699.5372480866486, 1692.5171992504647]","[-3.99442736267545, 1.9835916770411937, 5.6438211156273175, -5.631410944006498]"
1541,"[1457.6430946195221, -1071.955064367368, -2409.604036685638, -808.4624110156204]","[-4.835292372567606, 3.5459147177599224, 7.996465558162128, 2.6906622827847015]"
1542,"[2403.0756551390714, 1029.8456402431343, -2164.1091166029328, 2382.0949294801803]","[-7.971765156506313, -3.414543047659452, 7.182366885782631, -7.9262545388625725]"
1543,"[2000.7363298139721, 1015.6895796580989, -1762.3599334208877, -1743.7038840478915]","[-6.635752718680857, -3.36807383964979, 5.8544467125408035, 5.8071106226870075]"
1544,"[654.9769523652028, 927.6514140406589, -2461.636470389953, 346.1983011712904]","[-2.168072894270361, -3.07492019400631, 8.179582546195887, -1.1507461693235699]"
1545,"[293.36798103066343, -2076.3990066818997, -2241.8236638349545, -822.6194859676787]","[-0.968620258276129, 6.886581225496895, 7.436744780203569, 2.738699023602068]"
1546,"[-57.041769866469984, 1149.3423256316282, -2499.7710217042377, -2598.5393999637886]","[0.19246412457646841, -3.8014378633606265, 8.291664466625178, 8.644448973974574]"
1547,"[564.8701241558831, 1739.8932849026467, -1831.6739199815236, 1503.9185367878108]","[-1.8690927328484077, -5.761868318008461, 6.073258687741471, -5.00120002973787]"
1548,"[192.0720821980727, 699.2774306121371, -2216.145573595386, 804.1812375900175]","[-0.6373373652110705, -2.319269430790379, 7.3627009504469685, -2.6783495997594637]"
1549,"[262.07206299193774, 1462.9291632211655, -977.8099781748072, -962.3356387663297]","[-0.8706987790603408, -4.851831866199206, 3.2501745268465325, 3.2097722667227644]"
1550,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1551,"[407.4348582901506, 157.90711450502033, 1384.8188709640988, 1220.5432523132095]","[-1.3514778315139198, -0.5222852311459452, -4.598443236999513, -4.056238889196555]"
1552,"[203.06392163245258, 170.39674789028905, 600.2607079536268, -38.899771624413575]","[-0.6736876073500142, -0.565518651504545, -1.9938642483916127, 0.13079224974860693]"
1553,"[1407.1487235510617, -153.3071157455953, 445.32331909933254, -546.75354977385]","[-4.657070324030923, 0.5063399043622546, -1.4774117477748234, 1.8174319711434397]"
1554,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1555,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1556,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1557,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1558,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1559,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1560,"[-1216.8604318969292, -1643.0585496944852, -345.6273494908486, -1685.596037266388]","[4.022717440482137, 5.436431931000525, 1.1408387020030009, 5.598855689458779]"
1561,"[-1866.8992889413787, -1771.6132400153451, -190.6134362139129, -1521.5048444928939]","[6.171653469351969, 5.862847724871131, 0.6266016812609557, 5.0575158645065486]"
1562,"[-1399.1058736543998, -2178.6574340688126, -180.22347015057022, -2193.9349720597415]","[4.623826179504853, 7.211034580751214, 0.5918299341022583, 7.298692244462012]"
1563,"[-996.1054240267376, -2193.1038290351953, -255.06013320190507, -1567.9403776399752]","[3.2934785708218715, 7.2598830373949035, 0.8407723680728745, 5.215012443541591]"
1564,"[-933.3461114141089, -1807.5148991037581, -170.4027505456239, -1081.2154327215264]","[3.0860048449877544, 5.986078379469327, 0.5604047068950059, 3.5983813769969593]"
1565,"[-1313.1855861907147, -1918.0522266584228, -207.810492581682, -1032.45307337445]","[4.344022610531261, 6.3554805971718, 0.686348736680261, 3.4392051724939843]"
1566,"[-1384.7222954732847, -2015.1535223327444, -266.94760634590006, -1410.5434477897718]","[4.586320825850674, 6.6826443284647725, 0.884820425621153, 4.702197340599283]"
1567,"[-1399.023618472518, -1989.264042222194, -338.3422310807482, -750.9669326321771]","[4.634085905439127, 6.601213447474316, 1.1237193847240743, 2.506219454314425]"
1568,"[-1213.429974298019, -1390.2107699848777, -62.358976337401536, -1128.1390996205982]","[4.02165392384747, 4.619013747683285, 0.20671770975433418, 3.7678714626689076]"
1569,"[-666.2642416733316, -1391.3101556470922, 227.3939759085513, -718.6533814438845]","[2.210400845845679, 4.623296299252655, -0.7573714111946397, 2.4013719037291685]"
1570,"[-826.24083331769, -1255.1254956650405, 220.91688208546856, -1041.7882964368487]","[2.7440242192228643, 4.171191448374902, -0.7352396202891792, 3.480873144334359]"
1571,"[-955.8378572186799, -1293.7714726390818, 234.20771648069245, -1415.289542553321]","[3.1762109885869054, 4.295871726416461, -0.7789939476588877, 4.726083870218047]"
1572,"[281.833667535391, -664.4530692618354, 263.2902762559542, -1768.4880612046372]","[-0.9320283620533473, 2.2067267545707523, -0.8756983293748688, 5.907844774400573]"
1573,"[381.5212906287127, -1271.5939844204452, 643.11454272535, -991.831391815136]","[-1.2619224804731186, 4.217686306150987, -2.1367229524996194, 3.3115943492132733]"
1574,"[1770.106579774685, 83.59497073230045, 523.4089697996981, -513.9823955921905]","[-5.875207824202669, -0.27634973504643057, -1.7370083901936664, 1.7168653943118513]"
1575,"[865.6441169505622, -649.5884619524497, 382.8843310777006, -232.3215798397195]","[-2.87176458151828, 2.1527901293565663, -1.2691443249850622, 0.774515782279056]"
1576,"[610.0200529291208, 1010.069222219218, 601.0774436180175, -149.19440304826966]","[-2.0252332391692978, -3.343802412664402, -1.9904361822160188, 0.49517776022123317]"
1577,"[751.7232752327511, 37.02217332079506, 860.920433846714, 26.934472787836835]","[-2.4970240022584917, -0.12067800168662485, -2.849399121234953, -0.0912864630195904]"
1578,"[-124.93344055480848, 169.92391203328322, 522.5811019688726, -5.360458806277631]","[0.41662492657077266, -0.5612740270296986, -1.7293244609602851, 0.016585020012502352]"
1579,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1580,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1581,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1582,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1583,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1584,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1585,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1586,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1587,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1588,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1589,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1590,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1591,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1592,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1593,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1594,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1595,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1596,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1597,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1598,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1599,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1600,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1601,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1602,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1603,"[467.2410294921372, 761.4779045786956, 103.88951908749486, 1447.2843095735204]","[-1.5336584718116917, -2.5105655650225653, -0.34397594195386655, -4.83346352994665]"
1604,"[140.5496842117773, 546.70976736537, -86.9397408181095, 388.5223286059306]","[-0.46064818721688866, -1.8110236161694786, 0.28970826486128143, -1.3010146842105728]"
1605,"[108.34666372890713, -191.7326935230712, -197.48339542414703, 393.66939274929337]","[-0.361919886175831, 0.6374305646386969, 0.6550395015774456, -1.3179088161158905]"
1606,"[457.57515522161714, -552.4906248409076, -606.9857806186178, 615.0437037075268]","[-1.531392785381943, 1.8329215481018206, 2.0160889181399138, -2.052938566750318]"
1607,"[1064.1668687322215, 383.11640136321836, -626.2495854479967, 895.3356932256356]","[-3.556800957543073, -1.2732555577487608, 2.080663836458137, -2.9876223918147686]"
1608,"[1611.9901220874706, 1729.6719067571316, -783.5261318069613, 272.9398378628228]","[-5.383190198857682, -5.737187025751114, 2.602069432269942, -0.9062308998053132]"
1609,"[1539.7998800752243, 3034.2668023682745, -80.85676929060278, 188.03430069879246]","[-5.135284806150931, -10.059897408187748, 0.26953292784426, -0.6222223600838932]"
1610,"[2028.386934157972, 2713.3932817209857, -139.79548392362324, 914.6009371890214]","[-6.7471111369771455, -8.98879444505291, 0.46419444695496637, -3.037061197080222]"
1611,"[2308.167032380229, 2610.5489366057586, -26.79509452371151, 1058.5411030600449]","[-7.673230939762009, -8.645794499511073, 0.08744566640451953, -3.5096813925888997]"
1612,"[2649.8057641106534, 2193.9152206331078, 914.7300125579852, 847.6008712973639]","[-8.804240302393314, -7.262742919139484, -3.0286773126293527, -2.8042803361964763]"
1613,"[1989.195548812735, 1981.4832961801887, 1228.0725826818614, 764.403821776302]","[-6.605167032662752, -6.556742961353938, -4.062676046362447, -2.526120863391508]"
1614,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1615,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1616,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1617,"[1931.9276340729407, -488.4953366745384, -708.7136559021983, -840.6914237152088]","[-6.398212986169404, 1.6085352041190613, 2.348969663216519, 2.799799599175859]"
1618,"[2061.9800618314384, -1284.9195521743206, -776.6460766765754, -465.711177019497]","[-6.82768833964645, 4.243578544997262, 2.572864926241989, 1.5446797260981882]"
1619,"[2244.5031249107715, -899.7362419314494, -334.34086646317945, -787.0733253650816]","[-7.433757247840828, 2.9728657214904266, 1.1065373153898943, 2.608469377623812]"
1620,"[1760.8100851535419, 557.2460298113333, 2687.072688719895, -1238.182054231288]","[-5.834236622931305, -1.8445665024809903, -8.891462945357791, 4.10114947818105]"
1621,"[1544.6313856970985, -25.88393073441318, 1780.3803324293053, -1218.8049788611827]","[-5.117147533259077, 0.08435701146928519, -5.887365371885912, 4.031631996812259]"
1622,"[1048.8543176318294, -152.87314393722966, 2012.264413353564, -1614.6209708851904]","[-3.478292041140321, 0.5039022979427356, -6.6488366382448145, 5.337231699799422]"
1623,"[801.8173644941392, -557.3957760740157, 1057.362305391219, -705.8791484192517]","[-2.6599351772932343, 1.8396468427674784, -3.4904633464858574, 2.3330763414008535]"
1624,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1625,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1626,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1627,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1628,"[931.1312759606118, -90.19247829023212, 1093.161033635742, -348.1416544443638]","[-3.0755532058079753, 0.2949936486960553, -3.631032287553754, 1.1607649596823455]"
1629,"[1210.896131887858, -649.3962705751559, 126.9079603996564, -593.1018798791004]","[-4.0085098519855, 2.142497655454366, -0.4191470397694355, 1.9710177870838912]"
1630,"[2004.598060806665, -802.497888508832, -273.5543738915358, -1325.1495491865883]","[-6.6332676769114345, 2.6492372632664303, 0.9050557211146052, 4.3999279851345525]"
1631,"[2182.4436315810262, -414.2704631688503, -177.9304666326817, -1686.7918751985956]","[-7.225352169167781, 1.364258548917337, 0.5880816688502098, 5.596131047172147]"
1632,"[1930.4944587189007, 394.6216473817877, -614.364124560023, -1900.6663828066505]","[-6.389883626420241, -1.30964807613796, 2.0287728818610207, 6.286071723706922]"
1633,"[1944.7529909948119, -300.3842000755834, -2037.106073984052, -1213.0126562108762]","[-6.445927973215431, 0.9897183688300697, 6.758093086290295, 4.037905285921599]"
