,a,b
1397,"[563.7291659677758, -464.8516019508598, -1329.154640828818]","[-1.8822210354291788, 1.5485640231414304, 4.410083940882728]"
1398,"[-887.1923341542105, -100.41305082791891, -1212.4121031800198]","[2.949260813007353, 0.33663114122265153, 4.020913520461656]"
1399,"[-1879.561289396371, -497.1405157856714, -1313.573387930963]","[6.253112373269864, 1.6564450219691984, 4.356203624626742]"
1400,"[-1970.7280936467907, -20.432548593459007, -1224.0465228893693]","[6.552432037332028, 0.07017812829039474, 4.058882574426253]"
1401,"[-2630.982424711474, -113.08519835709617, -1167.4253410044862]","[8.752375576281393, 0.37775465795884317, 3.870327774332579]"
1402,"[-1028.070037811056, -58.2002341383562, -621.7343081614862]","[3.4179900536211862, 0.19328191010913068, 2.0595282699329873]"
1403,"[-346.6205510844697, 301.60046199174036, 326.6973165850093]","[1.1539268627189856, -1.0057415678199273, -1.0868674996901457]"
1404,"[-279.47103138932385, -941.9705929178149, -180.4953949418958]","[0.9321421093562017, 3.14155979591071, 0.5994550298804123]"
1405,"[426.6934979206274, 23.6457706356469, -413.7469526359381]","[-1.4138470944363628, -0.07781464192035151, 1.3699487989325256]"
1406,"[834.8044101232474, 340.4411557065037, 337.1239907234918]","[-2.764266782409995, -1.1255629374654634, -1.113313969848468]"
1407,"[-1764.0475974090211, -113.9726333072603, 776.6863152892851]","[5.830082717815502, 0.37681779354164113, -2.56718663063828]"
1408,"[nan, nan, nan]","[nan, nan, nan]"
1409,"[nan, nan, nan]","[nan, nan, nan]"
1410,"[nan, nan, nan]","[nan, nan, nan]"
1411,"[nan, nan, nan]","[nan, nan, nan]"
1412,"[nan, nan, nan]","[nan, nan, nan]"
1413,"[nan, nan, nan]","[nan, nan, nan]"
1414,"[nan, nan, nan]","[nan, nan, nan]"
1415,"[nan, nan, nan]","[nan, nan, nan]"
1416,"[nan, nan, nan]","[nan, nan, nan]"
1417,"[395.2787715577033, -537.2647004481692, -1349.197256089363]","[-1.3208715513304055, 1.7928278238032704, 4.501331516142698]"
1418,"[-682.2069628481984, 876.1347400945658, 574.5746384167381]","[2.272431344777403, -2.918881645331113, -1.913807918811115]"
1419,"[-613.1370971642388, -710.1911874155295, 79.86183046821309]","[2.0419857199976055, 2.3682089257244447, -0.2646018221951759]"
1420,"[-721.7775061508921, 331.20599525511136, 292.8027397104928]","[2.40460692856744, -1.1032248411725725, -0.9735383863464835]"
1421,"[-822.6424743439262, -868.0729256820794, -914.1776392850894]","[2.7459233847676745, 2.900819801720867, 3.0573112282253327]"
1422,"[-623.8303691013875, -2417.295580205662, -867.281146161888]","[2.0834366734975545, 8.071529702015804, 2.897817652591656]"
1423,"[-3546.8644594733287, -2891.5095765772176, -382.15898131546584]","[11.840286576253352, 9.645881488220606, 1.2780310863064057]"
1424,"[-1109.7534144217561, -440.47157984595185, -842.8810303104946]","[3.715980153302752, 1.4715203355760043, 2.815845040876163]"
1425,"[-364.9253201767992, -1644.1203376521871, -932.0382520437033]","[1.2205336656420336, 5.487943341546466, 3.115307809879314]"
1426,"[-1015.3453285629464, -229.8942679975459, -1523.2257710520669]","[3.389218983758343, 0.7693733059843395, 5.092490165470145]"
1427,"[-682.1834754682247, -551.7298921611754, -1386.7258939621654]","[2.278559411099365, 1.8468620801718851, 4.640126185488732]"
1428,"[-753.3099366027277, -258.9708619459798, -1580.5897910672268]","[2.517867902821263, 0.867750409526702, 5.295284731491862]"
1429,"[-702.0838886511265, 325.5153448423724, -692.3716138659912]","[2.3479666505701995, -1.088866173212017, 2.3168829121196053]"
1430,"[-342.9576270422315, 528.3709120937943, -509.5018715201183]","[1.1442003014243802, -1.7658402389822907, 1.7061724631658517]"
1431,"[-199.42443920696283, 214.49969185072644, -14.888368675772721]","[0.6644930401507909, -0.7164104432671146, 0.05013086455434722]"
1432,"[120.98780211090192, -43.586907395208996, -131.32914904498222]","[-0.40548346916549444, 0.14793282284039536, 0.4403595223110037]"
1433,"[474.44620667559616, -286.605193115053, -97.30798280815175]","[-1.5802699353754224, 0.9598316224539021, 0.32405576439040623]"
1434,"[162.91042604537523, -457.5667426988549, -85.86816560828657]","[-0.5425305021295012, 1.525438978538845, 0.28419126605773465]"
1435,"[nan, nan, nan]","[nan, nan, nan]"
1436,"[nan, nan, nan]","[nan, nan, nan]"
1437,"[nan, nan, nan]","[nan, nan, nan]"
1438,"[nan, nan, nan]","[nan, nan, nan]"
1439,"[nan, nan, nan]","[nan, nan, nan]"
1440,"[nan, nan, nan]","[nan, nan, nan]"
1441,"[nan, nan, nan]","[nan, nan, nan]"
1442,"[nan, nan, nan]","[nan, nan, nan]"
1443,"[nan, nan, nan]","[nan, nan, nan]"
1444,"[nan, nan, nan]","[nan, nan, nan]"
1445,"[nan, nan, nan]","[nan, nan, nan]"
1446,"[nan, nan, nan]","[nan, nan, nan]"
1447,"[nan, nan, nan]","[nan, nan, nan]"
1448,"[nan, nan, nan]","[nan, nan, nan]"
1449,"[nan, nan, nan]","[nan, nan, nan]"
1450,"[nan, nan, nan]","[nan, nan, nan]"
1451,"[nan, nan, nan]","[nan, nan, nan]"
1452,"[nan, nan, nan]","[nan, nan, nan]"
1453,"[nan, nan, nan]","[nan, nan, nan]"
1454,"[nan, nan, nan]","[nan, nan, nan]"
1455,"[nan, nan, nan]","[nan, nan, nan]"
1456,"[nan, nan, nan]","[nan, nan, nan]"
1457,"[nan, nan, nan]","[nan, nan, nan]"
1458,"[nan, nan, nan]","[nan, nan, nan]"
1459,"[nan, nan, nan]","[nan, nan, nan]"
1460,"[nan, nan, nan]","[nan, nan, nan]"
1461,"[-418.00671493703146, -2.5037714382113303, -212.3314045224989]","[1.3987807120387827, 0.008572634765323335, 0.7015252847394028]"
1462,"[-558.0369688918876, 756.5587276832695, 31.016493138039458]","[1.8669323968426026, -2.524879012893651, -0.10611106754874833]"
1463,"[-335.9878546414632, 1568.1083964698882, 494.6609838796381]","[1.1232453969811707, -5.233764495045121, -1.645749527700863]"
1464,"[245.96518866507267, 1201.0987117781387, 1406.1101139981365]","[-0.8176266862615418, -4.000904805815331, -4.672996717546506]"
1465,"[-838.2403500834463, 1892.6062268598232, 1512.070046051941]","[2.7939423883052665, -6.292669860454672, -5.017591062476052]"
1466,"[-383.3021119331197, 288.62227461109126, 1123.1942922023168]","[1.278243093093894, -0.9574691652733727, -3.7202972704795805]"
1467,"[-243.68582931643152, 469.66333338440916, 1066.2938321911186]","[0.8145031485410917, -1.555546110842762, -3.526459859262675]"
1468,"[-125.40027631218003, -6861.1333796040835, 1222.5961505005982]","[0.42143942822694563, 22.728115733488792, -4.042475703949233]"
1469,"[-127.68705531268347, -2989.3286964322297, 954.5070521723964]","[0.4284813533722367, 9.90302641706033, -3.1534372904436787]"
1470,"[468.78109097529006, 250.9517424789018, 1045.8345831279316]","[-1.5480137552216047, -0.8297793532494797, -3.4539947583180317]"
1471,"[nan, nan, nan]","[nan, nan, nan]"
1472,"[-711.5238035438016, -275.1442702790353, 1173.1987168858957]","[2.3780780201014236, 0.9146640028668085, -3.882444250951998]"
1473,"[-399.01621006069064, -695.0150400088079, 1471.8652772633898]","[1.3361508885952318, 2.306180755126169, -4.8759226106804645]"
1474,"[254.0519852007532, -2780.1810070370802, 982.1931426562901]","[-0.8342490090530353, 9.227638724658142, -3.2554935888029197]"
1475,"[1431.107282069781, -3836.1752871508565, 1036.027328632443]","[-4.7394212384991405, 12.737456414508268, -3.436034029679129]"
1476,"[-703.5701091100693, 1320.1106595144124, 694.7122366470923]","[2.3420240098017158, -4.383553506323052, -2.3055539327945365]"
1477,"[-1071.3516660454532, 68.20222375087324, 951.0958480951311]","[3.5578445416668916, -0.22803409274651293, -3.152171284849211]"
1478,"[-2023.760116560192, -2166.080734633772, 770.0610836126617]","[6.713762481791303, 7.18257712939638, -2.550771815453481]"
1479,"[-729.7469593393411, -694.8515481980612, 1226.1588537103696]","[2.4244063719719464, 2.3013307823938005, -4.05587709976149]"
1480,"[382.82074460965305, 367.65836338460696, -30.540829036925594]","[-1.2718846503323897, -1.2243498856923212, 0.0991852065441224]"
1481,"[371.8734894334254, 1188.1635394795, -127.12883675940921]","[-1.2314981811280374, -3.9469711943000765, 0.41980989009894354]"
1482,"[nan, nan, nan]","[nan, nan, nan]"
1483,"[1611.1280199914509, 304.8857955066137, 256.18545179719314]","[-5.402076447069794, -1.0193120403591254, -0.8572936186601727]"
1484,"[-1595.4633927314235, -191.4020263844898, -829.3509998495189]","[5.343323141751641, 0.6437952009888569, 2.755169128070511]"
1485,"[924.1106362169198, 43.953733729237726, -472.555013791777]","[-3.0858266567181905, -0.14314896427714274, 1.568816168204131]"
1486,"[1518.0343559441394, 1719.7699232667715, -705.4918891203441]","[-5.043003536422717, -5.720585142694168, 2.3415195195381204]"
1487,"[1303.6213322205801, 3348.8128111119304, 289.70596968755297]","[-4.328095768180722, -11.138877380141786, -0.9629630789303594]"
1488,"[-3854.693729120654, 1234.5996295119494, 447.1409690052906]","[12.855943362078232, -4.1103396724951855, -1.4863150742267297]"
1489,"[nan, nan, nan]","[nan, nan, nan]"
1490,"[nan, nan, nan]","[nan, nan, nan]"
1491,"[481.31788855426004, -522.1779984157743, -309.1637189302044]","[-1.5895744338404927, 1.7391741645202938, 1.0323493660978296]"
1492,"[371.6468198841735, 49.1181956438722, 480.15374948504234]","[-1.2231149685960656, -0.15835610667576852, -1.5918658659257534]"
1493,"[876.5450176301658, 477.4340712832333, 567.4614673132212]","[-2.89705683751883, -1.5822603532307045, -1.8817899752524172]"
1494,"[-392.0576999805458, 366.9936537178599, 403.79153307818973]","[1.3078863152086098, -1.2147756773985294, -1.3369369015797206]"
1495,"[805.6106055383378, 181.51581096437803, -1050.482357757665]","[-2.6630795097149687, -0.5979231848455199, 3.4977288225023035]"
1496,"[-1370.5038614189027, -249.61382152907888, -327.4615823090811]","[4.545895347842635, 0.8336229355689295, 1.094901998422333]"
1497,"[-1564.3877426225188, -896.8643139113894, -328.7860043789897]","[5.184405230200354, 2.983853886029148, 1.0975353608897227]"
1498,"[-629.0157487570239, -1301.345915134651, 384.38686982588564]","[2.084376679285804, 4.328984621103252, -1.2713826742637448]"
1499,"[-714.3663005142705, -1394.2718684240617, 1001.9458264301705]","[2.3672669043853274, 4.63813653129963, -3.319735049228881]"
1500,"[297.4701947760573, -82.82226441535568, 1403.199695671335]","[-0.9856854351631124, 0.2845358780031914, -4.65376058172981]"
1501,"[-94.7119080269109, -1334.0952904812057, 556.7496608554296]","[0.3158789637380132, 4.4391198617182095, -1.8430787591652358]"
1502,"[-53.56326787753413, -1341.3975969850742, 152.79479919567322]","[0.1792168183834274, 4.465638172604419, -0.5030588118035599]"
1503,"[679.8495442075947, 430.94753177417743, -57.67435555445282]","[-2.251782497493229, -1.4145509308427702, 0.19381500712721314]"
1504,"[650.1761219076733, 944.1787301832269, -877.3126376646919]","[-2.153693152010712, -3.122882543621328, 2.910333319755001]"
1505,"[-324.99138359512017, -2495.204337039433, -1039.197384644948]","[1.08125846133087, 8.2936435560388, 3.446115898256134]"
1506,"[-776.0463631375769, -570.1849201234063, -2038.3185914317396]","[2.577868901948165, 1.899023337002922, 6.760544772081117]"
1507,"[-54.390467995838314, -781.1891684262522, -1843.8548025012738]","[0.18358982255673154, 2.5996887970375986, 6.11853336683865]"
1508,"[-335.15150083696335, -979.6772186897147, -2338.098261681643]","[1.1148451854399835, 3.256882716992404, 7.7620344770588545]"
1509,"[492.4118968995005, -249.79064295506404, -1740.7334023814647]","[-1.6346843907966693, 0.8338795778455691, 5.775358387133875]"
1510,"[543.7646379736873, 1562.1055047016378, -1398.5119968559636]","[-1.804358748481553, -5.180601095701974, 4.6357636303509855]"
1511,"[-1663.3824741444132, -912.141722663525, -1393.2680979158558]","[5.5303474728914015, 3.037755196629384, 4.625502722591839]"
1512,"[-438.2582747130436, -870.5699682621307, 2294.185177161744]","[1.4608287387905166, 2.9003317349016475, -7.638377127869258]"
1513,"[-1967.5363270131213, -834.9689822552431, 334.37737191036354]","[6.547653318718771, 2.7825034939620927, -1.117565633224458]"
1514,"[-1542.486666149165, 465.34332715262457, 923.5107680742509]","[5.136528261935211, -1.5413842761552754, -3.079308641990534]"
1515,"[-2375.459047747668, 478.59600631994084, 918.0340315215802]","[7.914840770881474, -1.586406714104061, -3.0621923229398105]"
1516,"[-2175.4984114826607, 920.5989548526417, 17.193692992809485]","[7.249510229556462, -3.059039719120556, -0.0602473396308104]"
1517,"[783.337125914977, 316.83416440316415, 403.7754234542451]","[-2.6059737989539395, -1.0489981882016393, -1.3458387483535779]"
1518,"[-18.47591038666, -401.74593178975437, 430.18555174802356]","[0.06583378434944306, 1.3414346546840175, -1.4329724304230747]"
1519,"[-2094.9365530692135, -631.3531822812605, -377.45215238958446]","[6.978440339127474, 2.1047125571186656, 1.2554791055038377]"
1520,"[-2222.451842916569, -1154.940907866481, -1751.4684374312712]","[7.400236366644362, 3.846116774829485, 5.83032144391673]"
1521,"[-2042.9515277572036, -100.0132524166024, -879.8668848458497]","[6.8025664553856355, 0.33829037999254447, 2.9312000732350803]"
1522,"[-1914.7930986636588, -556.5848407582534, -1396.2333441982566]","[6.381785490456863, 1.8581424883900426, 4.649313139534228]"
1523,"[-1610.0528754457036, -838.4560253691824, -1153.064131456565]","[5.3672086605516744, 2.7957228610516585, 3.8373072748295223]"
1524,"[-397.60618992998803, -171.81762280375787, -1369.7612325550137]","[1.3291445984249366, 0.5774777219289654, 4.5601568763864]"
1525,"[48.01235520984569, -1133.1753474939271, -620.5559194562248]","[-0.15559628571785303, 3.777725704195586, 2.0670162930897047]"
1526,"[-207.7917163175864, -910.381603368299, -2083.316192758172]","[0.6974686329003171, 3.0376427665986494, 6.939937943682276]"
1527,"[-2432.4519942603597, -3547.568103036348, -1619.563166394971]","[8.114111720230264, 11.823979567019078, 5.397126983394014]"
1528,"[-3007.770190062488, -2877.4481487093813, -2379.1382756148128]","[10.033694059688234, 9.595204740970987, 7.929504311899215]"
1529,"[-3972.8771082946373, -2234.4048832346457, -3242.2373514186947]","[13.25218541268906, 7.450008680939494, 10.803862556274343]"
1530,"[-1318.0101048636666, -1428.1369415118506, -2279.148610149218]","[4.396479980096939, 4.766974487262797, 7.594432267955682]"
1531,"[1300.2990188592205, -2031.3595856604093, -2419.5158228326723]","[-4.337040236843213, 6.7809766780665335, 8.062495372627604]"
1532,"[-544.5096752785645, -3013.533336446808, -2853.5879795398446]","[1.8184155030896554, 10.038452112284965, 9.49981996029229]"
1533,"[-2616.858880830956, -1012.4314541890285, -3315.7523406852497]","[8.714625684054228, 3.377593598973677, 11.035314575696269]"
1534,"[4516.06823124755, -1752.851098228289, -3856.9639141599864]","[-15.037006839013069, 5.838433192696878, 12.82800920051994]"
1535,"[1810.8428132742117, -514.7265019258501, -2137.421324037059]","[-6.0230433344487935, 1.7178613882921683, 7.106980573158821]"
1536,"[-646.7902587513938, -1511.952604251867, -1349.4416098020945]","[2.1500128859631658, 5.038208132712208, 4.486787213980725]"
1537,"[63.363471860690574, 631.3502309066785, -683.7480840720198]","[-0.2126896592500007, -2.0976934809607766, 2.2751167067240696]"
1538,"[1029.4588506755767, -27.80103936931265, -1089.1064557162533]","[-3.4302766512469725, 0.09534661174954238, 3.6200364783824157]"
1539,"[1824.6796116105668, -1198.6597333954282, -2000.6403437897015]","[-6.08000846805824, 3.9882808685639697, 6.64284173255551]"
1540,"[-790.5713935276095, 515.7210962726858, -1706.1151276952069]","[2.6275928266216164, -1.7114263642204701, 5.65784423013682]"
1541,"[-283.25250197656516, -363.1851561227015, -1511.1084632166132]","[0.9365720364103357, 1.2076893691946506, 5.008120508507942]"
1542,"[-2473.2025206068574, 816.8281905359569, -1214.596931149403]","[8.221353550305215, -2.7120763012408085, 4.025352441373698]"
1543,"[-1653.2320313747541, -817.1985390421954, -1130.5502498931087]","[5.493675043126939, 2.7189418121575972, 3.745830383087769]"
1544,"[-5712.5125292727325, 383.6388905256014, -2042.424647198818]","[19.000892981761893, -1.2755755392392594, 6.768395748417727]"
1545,"[-3955.483843252745, -1264.442995748267, -3130.803131860225]","[13.154219456224812, 4.204480933489139, 10.381468466067624]"
1546,"[-3308.200626457446, 351.9144873967003, -2151.5104335235765]","[10.991012795328054, -1.17069705909327, 7.129312619335603]"
1547,"[-1023.3731470954655, -270.97507344071784, 1207.6009243585443]","[3.3940521967732673, 0.9006293469151355, -4.0206231138701005]"
1548,"[-568.7659435404098, -456.9644775314188, -768.3370920284946]","[1.8889370604101061, 1.5233485491713956, 2.558410411264919]"
1549,"[-315.0213682238798, -908.1245343154652, -279.70362286233546]","[1.0433703957754237, 3.0501107602069064, 0.9320535581204825]"
1550,"[nan, nan, nan]","[nan, nan, nan]"
1551,"[1327.1807212221247, -221.871778966274, -785.1239992643389]","[-4.422780028100724, 0.7396877232653758, 2.608898653970191]"
1552,"[-103.7938204739367, -1306.390798544596, 753.2861157631614]","[0.3404162885295689, 4.34762652219032, -2.510597047196486]"
1553,"[1496.7631761471848, -2193.9751171749376, 377.23973230323327]","[-4.988793508200033, 7.309250296834445, -1.2581397592311816]"
1554,"[nan, nan, nan]","[nan, nan, nan]"
1555,"[nan, nan, nan]","[nan, nan, nan]"
1556,"[nan, nan, nan]","[nan, nan, nan]"
1557,"[nan, nan, nan]","[nan, nan, nan]"
1558,"[nan, nan, nan]","[nan, nan, nan]"
1559,"[nan, nan, nan]","[nan, nan, nan]"
1560,"[1423.524356069007, 42.65119180707077, -1935.1997516537235]","[-4.7407735406310785, -0.14195560173391894, 6.4485552499770895]"
1561,"[1165.0593074304443, 717.681068865039, -689.177279754445]","[-3.88087339208024, -2.390226377828783, 2.2969338962243433]"
1562,"[-395.3528606828411, 369.9593124252948, -1971.881207853301]","[1.31667191494632, -1.232207481273195, 6.577693538231125]"
1563,"[1167.4040838425685, 411.407564728752, -2239.6033425526543]","[-3.889796965592859, -1.370321463773885, 7.478509017011147]"
1564,"[491.2995312670773, 607.7642794705232, -1393.4626483484767]","[-1.6391609183422546, -2.0292329046797697, 4.665647461386056]"
1565,"[290.37665334228785, -808.1229536919304, -1644.5525012850956]","[-0.9704831413418875, 2.705305562147032, 5.508856946510266]"
1566,"[391.8682441609452, -1031.5648185090085, -1712.7052177959565]","[-1.3107339453908626, 3.455126427704204, 5.732438861588996]"
1567,"[-236.57673162328288, -2823.638506131545, -1491.6199728073332]","[0.7904677490889548, 9.464474325365689, 5.006486240809283]"
1568,"[197.03204868490755, -4583.998536445266, -1295.0894215105295]","[-0.6623691184774408, 15.369166215511788, 4.3481940459004775]"
1569,"[-785.7714711165354, -821.4402351349989, -2506.267228109076]","[2.6293439245142425, 2.752938860692988, 8.406499612371956]"
1570,"[-417.30539584280916, -4233.79288405867, -323.37752896969636]","[1.3941549349247548, 14.181183484835286, 1.089341432787134]"
1571,"[-751.0067664262339, -1195.4407287750334, -1854.5460262944873]","[2.5136139836421627, 4.0101233947613535, 6.234031442549087]"
1572,"[-866.7446467253944, -295.1052805716789, -1459.7632531534118]","[2.901795668334491, 0.9935432550663732, 4.911540675365295]"
1573,"[-552.6894765785562, 404.9320014278607, -748.2584829278685]","[1.8504323697898377, -1.3587333193191073, 2.5219486707260605]"
1574,"[40.935244720287514, 1108.3973609809605, -121.50001069761832]","[-0.14394457532279573, -3.719704898094677, 0.4175960555682319]"
1575,"[-56.71578268176369, 1037.6650556969446, 623.0137216226243]","[0.1841156051422481, -3.4873833315647618, -2.090682326389766]"
1576,"[216.81810564972423, 5.351176809547028, 347.6032285719932]","[-0.7297995988101048, -0.014204415954710713, -1.1672722616680768]"
1577,"[44.72554834151902, -165.2907888230137, 217.82056409737342]","[-0.15159014931061324, 0.5605889933916793, -0.7328315744575444]"
1578,"[287.7540597722459, -210.07348724458475, 89.17059677065605]","[-0.9611788055269471, 0.7048311182398201, -0.29772150497421745]"
1579,"[nan, nan, nan]","[nan, nan, nan]"
1580,"[nan, nan, nan]","[nan, nan, nan]"
1581,"[nan, nan, nan]","[nan, nan, nan]"
1582,"[nan, nan, nan]","[nan, nan, nan]"
1583,"[nan, nan, nan]","[nan, nan, nan]"
1584,"[nan, nan, nan]","[nan, nan, nan]"
1585,"[nan, nan, nan]","[nan, nan, nan]"
1586,"[nan, nan, nan]","[nan, nan, nan]"
1587,"[nan, nan, nan]","[nan, nan, nan]"
1588,"[nan, nan, nan]","[nan, nan, nan]"
1589,"[nan, nan, nan]","[nan, nan, nan]"
1590,"[nan, nan, nan]","[nan, nan, nan]"
1591,"[nan, nan, nan]","[nan, nan, nan]"
1592,"[nan, nan, nan]","[nan, nan, nan]"
1593,"[nan, nan, nan]","[nan, nan, nan]"
1594,"[nan, nan, nan]","[nan, nan, nan]"
1595,"[nan, nan, nan]","[nan, nan, nan]"
1596,"[nan, nan, nan]","[nan, nan, nan]"
1597,"[nan, nan, nan]","[nan, nan, nan]"
1598,"[nan, nan, nan]","[nan, nan, nan]"
1599,"[nan, nan, nan]","[nan, nan, nan]"
1600,"[nan, nan, nan]","[nan, nan, nan]"
1601,"[nan, nan, nan]","[nan, nan, nan]"
1602,"[nan, nan, nan]","[nan, nan, nan]"
1603,"[-1662.1671677191061, -2045.3516968134984, -170.72026996070068]","[5.556681423266426, 6.8477442245174425, 0.5626675896998042]"
1604,"[-1211.2227721545592, -1173.3782532927848, -426.885875536295]","[4.049891538201743, 3.9277026619779143, 1.4189628894548074]"
1605,"[-1004.2065784931273, -958.1107857230011, -328.3893307453203]","[3.359087848534023, 3.205225712316437, 1.0886659509627163]"
1606,"[-1141.7084497892984, -511.17436093881633, -224.35917253593237]","[3.8191419599036274, 1.7087385779745432, 0.7434212633888108]"
1607,"[-1848.9048743943943, 515.2191977638148, 25.314350605249675]","[6.178246495356037, -1.7241560808417584, -0.08608276120383183]"
1608,"[136.21744823091294, -788.0668700904806, -106.62110989421772]","[-0.45496418848186837, 2.633985056980579, 0.3547478332606492]"
1609,"[725.0479085697461, -747.6624303006437, 341.179945513339]","[-2.4205431952317635, 2.4981292623400377, -1.1339065068135254]"
1610,"[526.3752258288206, -84.57113008527925, 1275.0471222656345]","[-1.7540217666884848, 0.28342522871716275, -4.229329997367121]"
1611,"[1234.1636015013705, -1650.4672208484453, 1555.2866460730754]","[-4.103462585068107, 5.487001660117133, -5.155355955147177]"
1612,"[1978.616577900923, -1826.9420040710677, 2118.3484427587714]","[-6.560533882577842, 6.060727675065682, -7.0099095797138755]"
1613,"[659.4412736719843, -2631.3118429002348, 946.8152271518261]","[-2.1833396324252123, 8.7150790190056, -3.1309618526988205]"
1614,"[nan, nan, nan]","[nan, nan, nan]"
1615,"[nan, nan, nan]","[nan, nan, nan]"
1616,"[nan, nan, nan]","[nan, nan, nan]"
1617,"[-302.49243840065145, -1994.652892194647, 735.6226918212037]","[1.0130107445433878, 6.643539293277583, -2.4407695781827097]"
1618,"[-505.4934840750699, -1416.8993272273365, 967.6512332151578]","[1.6870573076480302, 4.71541504460144, -3.2118374375331076]"
1619,"[-493.1994721409746, -2715.3058416468075, 397.193130425478]","[1.6463582418752203, 9.025044976822509, -1.3200894364192732]"
1620,"[-1638.4933620106422, 1681.439939575006, 484.09069026913306]","[5.446529594737607, -5.590792841778555, -1.6083334862569754]"
1621,"[-1250.6158554931644, 170.04523165532726, 1136.1853277109215]","[4.155316490628533, -0.5673465455455436, -3.7675974722668215]"
1622,"[-1780.5942712409321, -795.9252699124601, 460.14818597309073]","[5.911600200939541, 2.6385852882237812, -1.5259253479665487]"
1623,"[-858.6682260273008, -2139.1621264134324, -3.0664225177573528]","[2.8529255933912996, 7.094994834711718, 0.007881956635447298]"
1624,"[nan, nan, nan]","[nan, nan, nan]"
1625,"[nan, nan, nan]","[nan, nan, nan]"
1626,"[nan, nan, nan]","[nan, nan, nan]"
1627,"[nan, nan, nan]","[nan, nan, nan]"
1628,"[1189.6898478779483, -333.55032912110994, 389.0145496185471]","[-3.984545753004649, 1.120974947475905, -1.2992970186225543]"
1629,"[1262.9791324854962, 130.2435378763087, 35.12665470487832]","[-4.210975647970773, -0.4326026740592764, -0.11889555498666972]"
1630,"[1336.77535162259, 1207.0740746561905, 195.32805444742652]","[-4.443205667808286, -4.019991076886925, -0.6505583987764942]"
1631,"[886.7329648066204, 1484.9960110399643, 520.516674320225]","[-2.9474951496113877, -4.945798560345531, -1.729973541159082]"
1632,"[709.5602235640384, 2016.2449536996883, 1519.8716964276696]","[-2.3493330895549938, -6.700220308133303, -5.041799450817603]"
1633,"[-1104.464260811507, 709.1695075213103, -659.405939791864]","[3.7006734613612537, -2.3666218633735148, 2.2016969074249118]"
1634,"[nan, nan, nan]","[nan, nan, nan]"
1635,"[-1600.2461792099496, 2439.198230328987, -1381.8019184258296]","[5.321961136461762, -8.103533380662887, 4.597436278238411]"
1636,"[-1159.7866952708348, -864.7320940547369, -821.1964236082287]","[3.8561021404190257, 2.878043737891814, 2.7343313562247005]"
1637,"[-1702.062155689926, -39.38996636108358, 195.9757486947089]","[5.65533447045375, 0.13554643231511224, -0.6483101103677927]"
1638,"[-1989.7677886400152, 425.37398053534264, -228.8469633556846]","[6.6033438277145295, -1.4077343646151275, 0.7644805340960209]"
1639,"[-392.9762448233735, 323.219265890382, -1651.4560177448654]","[1.3078853544438644, -1.0680895386968867, 5.493213600850092]"
1640,"[-1963.0008060533892, -97.9864589688864, -532.455855399597]","[6.513963347112605, 0.33222974137880795, 1.7732310375618137]"
1641,"[-1245.2623505787094, -133.05188906159339, -1509.2695934198655]","[4.130370730141126, 0.4498525240522785, 5.019689554080971]"
1642,"[-2532.6797550382616, -341.14322159267687, -1749.4971832364497]","[8.398305260159448, 1.1434447312333171, 5.819023174174708]"
1643,"[-1031.1037598178757, -429.44867316376605, -671.3742292529411]","[3.4175857671367567, 1.4381208348247243, 2.2344002822059896]"
1644,"[-1025.0888132136376, -131.22262513111826, -433.0902150931584]","[3.397438598977704, 0.44840869144352985, 1.4414974587249998]"
1645,"[-605.9187177300355, -326.72875453998836, -846.1650434738826]","[2.008938955855899, 1.1010394652258162, 2.813029931446979]"
1646,"[-289.33890595876454, 99.4923085808285, -1143.94334039325]","[0.9601596417169818, -0.3143948676663638, 3.7989958861302426]"
1647,"[-326.754256097459, -1738.857056438082, -1272.4692148226623]","[1.085287777592379, 5.791458187193757, 4.226233095684778]"
1648,"[-145.71115136186407, -2128.2162011411656, -1663.7843851769794]","[0.48451412757137674, 7.087001232298331, 5.5256620028474455]"
1649,"[-642.0759872105556, -2399.909535657151, -1710.705846602815]","[2.1327758856282, 7.990538465128136, 5.682073967400686]"
1650,"[-1033.0958401908138, -2591.461975333623, -2048.9059561108365]","[3.4328925849522465, 8.62530210912075, 6.805100342069357]"
1651,"[-1111.6671050414716, -1039.5129681021008, -1580.5767363534453]","[3.6959105786387085, 3.465152716041498, 5.249870056768673]"
1652,"[-1631.8768462122812, -1244.4843160450125, -3005.392881895945]","[5.426944279365418, 4.147721755287802, 9.998355255489084]"
1653,"[-2062.0132608535664, -2193.0068346292114, -3255.6014175110067]","[6.859294519382414, 7.3077607102483295, 10.831967542223277]"
1654,"[-1834.6502093317167, -2360.32831025195, -2944.4888115936014]","[6.105529940931735, 7.86634083860955, 9.801991213267598]"
1655,"[-782.4006056551317, -1055.5442169771063, -1253.6848146551388]","[2.60673457780645, 3.523851836606181, 4.169980071692154]"
1656,"[-1011.1458529048881, -1591.348040324101, -1193.2896888832229]","[3.3713237383541905, 5.308891965229201, 3.9711828752812166]"
1657,"[-729.1240743413869, -1316.7209997305765, 738.2443765627374]","[2.4337557515598345, 4.396614021793956, -2.4690604545512946]"
1658,"[-711.9100374520298, -1332.7868671529523, 1228.6953472984533]","[2.3778838860229254, 4.453105036291829, -4.106255958840271]"
