,a,b
201,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
202,"[-1315.8318462230063, -3178.0048573321346, -84.01156022588098, -119.19445321068638]","[4.4203494317767715, 10.640779478195686, 0.2869958338271593, 0.39073607935015225]"
203,"[-13.337394357752785, -1626.692218407831, -499.41159060222924, 244.76673107357476]","[0.05669190296248883, 5.445955577383468, 1.6715600637265913, -0.813422890126609]"
204,"[1558.3184100475676, -782.9813562200001, -2133.8213913942072, 763.1325750590287]","[-5.209131871708244, 2.620614735329945, 7.108235050208975, -2.52591536079863]"
205,"[1143.4649837698082, -615.0759299360187, -3704.745958760811, 1396.6638734000444]","[-3.816440225943561, 2.0557586895212387, 12.332199627099145, -4.6141161256500185]"
206,"[-2968.011023348445, -1285.6104064381477, -5338.001622740421, 2800.397898755835]","[9.890551821234222, 4.274858931175581, 17.725019040154805, -9.244842690278757]"
207,"[-759.6953924487437, -1692.4834867017976, -3190.1072047549696, 2330.6972174579273]","[2.535582430325557, 5.6233327773476205, 10.59196034442019, -7.685827726901803]"
208,"[-1358.6681627498283, -1015.165819407302, 2125.5601163380275, 1349.69686253729]","[4.524610953259369, 3.372656956037839, -7.025942374884906, -4.441220851900381]"
209,"[-902.9092195438849, -605.3076433540335, -3858.115744212213, 562.4183063137472]","[3.0080690621094424, 2.0107935347190726, 12.808993794098779, -1.8361839727107245]"
210,"[1398.2447393031334, -2224.7469983017027, -2343.8414891857665, -320.4417881015885]","[-4.640125104241849, 7.387756531608124, 7.78785647423313, 1.0824785607898033]"
211,"[-269.6719086221765, -1917.471085428173, 1020.5435260341251, 67.57870754324296]","[0.8998532072501322, 6.365515054092896, -3.364799753684771, -0.19861626694860096]"
212,"[-1549.6537882498399, -1894.780966198606, -4533.42028179729, -604.5767672489944]","[5.1531402780256705, 6.292230774586045, 15.032619286454805, 2.021404005914189]"
213,"[-2131.2965834104766, -1513.8099401096001, -3635.474230016745, -1603.8039414243]","[7.0887966265308755, 5.025794814336783, 12.048444744934132, 5.316411642190043]"
214,"[-1130.110952934883, -1712.0231294993985, -5460.884394466978, -2458.7451111225405]","[3.7597550220194287, 5.669441478165448, 18.069910945170765, 8.140672673672555]"
215,"[-805.3326751396241, -2433.623202114648, -1189.7490480076071, -1810.625591142626]","[2.674991207799543, 8.058223162846696, 3.9443349563290093, 5.998675230278235]"
216,"[-915.9126486983046, -2641.9987042643525, -2336.397915781014, 1904.7447309401077]","[3.0360330930723736, 8.746057411600608, 7.735922609853448, -6.279909870219356]"
217,"[-862.584041952774, -2462.538902510677, -740.0892467069435, 1243.2730959331154]","[2.855793138385952, 8.155156866006834, 2.455271501125106, -4.098524651180821]"
218,"[-287.5361076706637, -2164.140064312957, -3685.8553853795206, -1121.0679838617011]","[0.9476054243234856, 7.168250012648905, 12.199589203030742, 3.712066288480161]"
219,"[520.8750500692502, -2237.878056477816, -1210.9248301148734, -3684.6815075153727]","[-1.7347210499402186, 7.410003359427859, 4.008867778592203, 12.187218328621473]"
220,"[1806.8491633567855, -3206.8326406374317, -1128.1905209395736, -692.3761632259501]","[-6.002051753387651, 10.607819802484016, 3.7357676843309275, 2.289200780840651]"
221,"[1583.1938567465636, -1317.875806897034, -476.16215181697817, -177.76039936410996]","[-5.251404341698375, 4.35872477668601, 1.577086648295029, 0.5856589197051707]"
222,"[1034.1363971356693, -1388.9547038356197, -835.763406021176, -277.43405953116115]","[-3.4329632759148545, 4.596467377518064, 2.767015196477455, 0.9153062851886935]"
223,"[1175.8327908054302, -1191.1249877760065, -1980.0620325335144, -571.2967084569523]","[-3.9022144570312878, 3.942545496932922, 6.554786304927862, 1.8860087710843836]"
224,"[2202.4966030101077, -1272.575030494994, -2023.1946337610675, -855.3457864350212]","[-7.302100650978187, 4.215981775899571, 6.696700900056539, 2.8237410762843793]"
225,"[883.3389269755066, -1311.915891607654, -2161.5926830477197, -435.61914560038736]","[-2.93005719892166, 4.348068057330513, 7.153985633082855, 1.432721586520376]"
226,"[5949.692908480686, -2650.239361484665, -2447.579887604696, -1300.0587013090362]","[-19.74779446927809, 8.792583853274438, 8.105981312730725, 4.293387866028785]"
227,"[7113.4771061499405, -492.5591406893365, -2810.6482535659534, -2312.7672285618933]","[-23.622864340235022, 1.6363084160729604, 9.310170276795496, 7.64165809905735]"
228,"[6433.550357431642, -156.462232027784, -2030.6829746512626, -713.4987565870058]","[-21.370740032699448, 0.5213832443155227, 6.730525603962194, 2.354602444534221]"
229,"[6307.046854398708, 1698.0012657070674, -2740.6804052422717, -66.13755430042568]","[-20.962994726632733, -5.636006030315575, 9.090549086260179, 0.21331458686933472]"
230,"[8385.957510398113, 2262.345941376616, -1184.7924573917621, 1459.7709920951127]","[-27.897701531909128, -7.512788258880782, 3.934977948895141, -4.841094883957797]"
231,"[4890.434885547651, 3700.911727282977, -766.7819076138876, 2237.633490684273]","[-16.265716889325574, -12.294010261700206, 2.5471625551573642, -7.4216979194401675]"
232,"[1247.5368255210578, 3235.7494349081835, -2601.1179661603614, 1723.4626040747028]","[-4.146462803400219, -10.762206635488097, 8.635016733053424, -5.718493304286222]"
233,"[3472.0607814715972, 1906.3479504201175, 1070.1623072315442, -10314.307858598773]","[-11.568721694864207, -6.345566997346144, -3.554296926758007, 34.252349751240125]"
234,"[-5485.223639710478, 3225.40070231953, 1186.3942910934331, 506.01210363401555]","[18.32303682684649, -10.751570486047981, -3.9440507072358697, -1.6896533673207192]"
235,"[-5176.879758590615, 1827.9520486387714, 2686.070976866802, -2761.389063677455]","[17.305034818110965, -6.100396166979036, -8.942664085768858, 9.178764376260093]"
236,"[-1720.6563614618735, 1300.2206644907324, 2006.8658627287139, -7245.206223693227]","[5.7616951430412575, -4.337321549981451, -6.686974811464966, 24.114495896629244]"
237,"[-7953.566270769994, 3876.6443312621955, 1787.6557628367232, 2963.24505485084]","[26.62154596129276, -12.95383725215001, -5.965642318783222, -9.893292766097016]"
238,"[-11328.788336285159, 1417.3210544840476, 2414.2958858457596, 5175.8277833352995]","[37.94809485074636, -4.7322430615775275, -8.06353485387108, -17.294252067847612]"
239,"[3020.47369996859, 4986.957235599446, 2516.616691437969, 13326.655023256237]","[-10.12550342963932, -16.69390918920258, -8.415314574422988, -44.53320169748959]"
240,"[-8478.660279193, 1319.4355741845782, 2013.6059188475708, 9829.677960173947]","[28.431188576013906, -4.407379462354582, -6.744141672871013, -32.88317708501005]"
241,"[-3843.314877195947, 8669.290900034714, 2189.546961478927, -789.689947812767]","[12.903876714526957, -29.084442505230587, -7.339901665051648, 2.648725573878555]"
242,"[-5147.854888922079, 5348.465740215343, 227.00949315428844, 3201.7914711279827]","[17.30706749191963, -17.944686666178605, -0.7654313007076571, -10.7261751784204]"
243,"[1292.4386522455786, 5102.795232779142, -1326.0908290581683, -475.5844638133493]","[-4.341889801904602, -17.13896430916718, 4.448333996532209, 1.6113203900310737]"
244,"[7144.641302745329, -3338.1526629215723, 1484.6515505711006, 4073.1591893315426]","[-24.041924327186226, 11.259875246782157, -5.0035087255549575, -13.672996993546011]"
245,"[6156.039175418045, 6559.112650415369, 1595.6532890066867, 7984.453006003167]","[-20.74291071142238, -22.104358165530947, -5.3847541881875935, -26.861711539504004]"
246,"[7105.467982218568, 1182.1524612191554, 1665.892112997612, -1901.561080385891]","[-23.968232540973833, -3.977736484642287, -5.632317356615215, 6.42485210497675]"
247,"[4919.675521208066, -10037.812487509136, 186.63735832552507, -2936.2765134073898]","[-16.612326405897484, 33.944574498342135, -0.6445891521317061, 9.923351316197627]"
248,"[5231.943872615792, -8986.7610528613, 2493.208027752109, -3132.713881228532]","[-17.686998024271738, 30.429149267843457, -8.446980164751212, 10.59249050380006]"
249,"[4300.359920801294, -2068.5593901393313, 1324.8629164058825, -173.3080662530482]","[-14.562420096053668, 7.019242987636387, -4.498303073898136, 0.6027401831037457]"
250,"[1352.5190339202245, -3015.217863725506, -405.3186734439659, -1093.0069742142061]","[-4.582266662530119, 10.236993045875385, 1.361960814580797, 3.71474973603294]"
251,"[1641.780604030686, -4563.858355585174, -474.33897724795565, -1799.8139767341684]","[-5.575925644996187, 15.528026469833181, 1.6023689667457315, 6.112606857526903]"
252,"[1067.897467502886, -2152.9123160191175, -741.2338041368574, -2978.588156305129]","[-3.6309345349456015, 7.334136174647059, 2.5133783369951654, 10.113125240536254]"
253,"[-2737.461408641284, -1592.018844408344, -2636.2983687076116, -2489.0275768805877]","[9.361507225808653, 5.431516430759062, 8.97225574433839, 8.460944316090986]"
254,"[1166.0271983007785, -745.9361540475103, -2122.544826298006, -2445.8568636280356]","[-3.9735311096327357, 2.5551839894480843, 7.227821132991222, 8.309791404334014]"
255,"[-1023.2513927135352, -748.4487831545363, -2333.567078649911, -1985.4044254460898]","[3.5234345170497723, 2.5661026084218945, 7.953787831897445, 6.7420385429470855]"
256,"[-436.2951250165211, -486.76089628076903, -3318.686766356706, -1380.7516416325566]","[1.5056044276611575, 1.6712393667720669, 11.317606581627329, 4.69169362175052]"
257,"[-1657.425059974637, -772.139906853389, -2086.2905806988624, -1055.1786210165124]","[5.729493796841977, 2.6658444391929064, 7.147166057936528, 3.605281804068634]"
258,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
259,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
260,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
261,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
262,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
263,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
264,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
265,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
266,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
267,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
268,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
269,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
270,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
271,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
272,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
273,"[5010.197959774772, 775.5701008158765, 3720.8779544585827, 9903.941962567571]","[-16.778705273009805, -2.5587458883594736, -12.426346577718618, -33.00774998100563]"
274,"[5893.474353490557, 1126.6909909392712, 2152.075019719085, 19716.87629658193]","[-19.710454847901847, -3.7263775014360743, -7.174082794158226, -65.63372352749066]"
275,"[7426.335422658276, 767.8622536279591, 1935.890147116075, -12502.021315291415]","[-24.852494860888083, -2.531841874115254, -6.454722480636524, 41.67291632434094]"
276,"[14143.305639637592, 1236.7914981452357, 2053.9220834276034, 11825.735285785988]","[-47.35033298228368, -4.104157111185222, -6.8562836213373135, -39.436499682621964]"
277,"[7631.128244089056, 739.5200835118296, 2240.4060467693, 12408.958207465907]","[-25.573759628361554, -2.445040981269285, -7.492309124898695, -41.436446048565855]"
278,"[7930.598947961641, -2551.9546426996703, 2337.1051833288143, 21230.27143964732]","[-26.601108619976298, 8.58013579308199, -7.824306326845339, -71.0139434163574]"
279,"[3901.535589593147, -810.2387716877281, 5140.494058287693, 7969.311416017266]","[-13.091943041748427, 2.74699267570137, -17.232221490454204, -26.69266517725659]"
280,"[-3795.5408721503522, -3418.152660695968, 5759.493140344258, 7475.349548229426]","[12.754613574368603, 11.519178796919164, -19.362251615758368, -25.08016511244211]"
281,"[-6107.572111931147, -1717.181359301745, 6361.923007740744, 6163.95671739698]","[20.557096165639553, 5.80613449875231, -21.407828018182723, -20.71013669772666]"
282,"[-4712.428595146935, 1682.4888942252164, 10219.220251506735, 4541.400323989417]","[15.885267520964023, -5.64323351047243, -34.427642389965705, -15.29214491235175]"
283,"[4950.660313377761, 2012.9361876966889, 6009.104514935543, 3768.3061568039857]","[-16.704099559284778, -6.769174003835631, -20.27866387861169, -12.712687839691222]"
284,"[9565.374826861947, -2901.5891365807684, 3528.8785555704485, 3343.870478526941]","[-32.32138989740834, 9.835008909953906, -11.920058401885615, -11.293842121372906]"
285,"[8208.721215424112, 1871.587287520662, 3817.8971668892004, 2467.425072362528]","[-27.785636231432232, -6.327670349575028, -12.922724487764237, -8.340518048533903]"
286,"[4821.226361489787, 3144.5633810237, 3787.21900832408, 1908.298488209497]","[-16.341977302535437, -10.658094525679903, -12.834914231435272, -6.45017277400436]"
287,"[6279.857217215317, -960.8250198287085, 2981.881956736762, 1741.0350931755354]","[-21.34285349711448, 3.278674711872102, -10.117465187514005, -5.886944042845801]"
288,"[1157.5045747515235, -724.059058391455, 2149.7509830025742, 3480.213592935146]","[-3.9189274539135015, 2.463973846846966, -7.293952639158261, -11.741363278919119]"
289,"[-9104.705747499906, -2157.099635766471, 1325.5062839408574, 2828.9661521983403]","[30.942438630934973, 7.323436364436633, -4.498354610535578, -9.536687782762224]"
290,"[1455.5254792722276, -1087.3283691442114, 1536.2689294833312, 2008.9137989109481]","[-4.946731468257769, 3.687078023064971, -5.208407388316752, -6.75960149026301]"
291,"[-2914.2096265405653, -865.0943330173278, 813.5651236937155, 840.1657863218265]","[9.891918718073173, 2.925238896719673, -2.759612814736057, -2.8181021282964336]"
292,"[-532.1612945534497, -366.7290073594628, 421.6411751771412, -3298.5577961714744]","[1.8047204685147684, 1.2293609976107633, -1.428500872396066, 10.98965096584189]"
293,"[1915.593848615531, 227.43315071467777, 256.7319911673363, -7069.044753267485]","[-6.481652682463871, -0.7719571402772099, -0.8738143417245491, 23.546389627142002]"
294,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
295,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
296,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
297,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
298,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
299,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
300,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
301,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
302,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
303,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
304,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
305,"[3050.738620096117, -1672.7093471821154, -1038.0233054814212, 5899.201263668766]","[-10.209871975747848, 5.582188874528362, 3.428697520207211, -19.50465059131338]"
306,"[4681.950570198412, -1345.4207216441082, 1033.3299951477184, 6035.3325660902065]","[-15.692691240722564, 4.4907653843598885, -3.446206022267253, -19.943966681767666]"
307,"[1502.211897854242, -1042.324609991719, 2313.4885899839323, 4968.949684522341]","[-5.043023920177283, 3.479251571483105, -7.699266262591945, -16.428977250133133]"
308,"[4181.243375579942, -1170.740032818507, 3250.708241260233, 10029.886568162548]","[-14.022633692082872, 3.9078963034833376, -10.814806790303107, -33.18078305415801]"
309,"[1321.8149567009718, -544.1003020112591, 6418.852724071641, 4774.334359891847]","[-4.434513206508727, 1.813549146860785, -21.334585413285684, -15.789181979221341]"
310,"[678.2334541362663, -714.6807926234031, 4939.991729900729, 2643.699156671459]","[-2.2762353788813634, 2.3796197942935686, -16.4305078668861, -8.739532676232344]"
311,"[-7853.146861431101, -868.4973301716942, 5078.246720858929, 1520.721123899603]","[26.221113746823644, 2.891632413829182, -16.888401984026697, -5.032638156594826]"
312,"[4888.613642489316, -635.3324742509955, 6149.688664261882, 1731.0993263483506]","[-16.323511963225183, 2.114703694625184, -20.4483596050896, -5.738401190548497]"
313,"[2620.0984281844767, -157.55980713830377, 5691.943016387502, 2189.26052275389]","[-8.76324360658007, 0.5223234323044397, -18.935525437150687, -7.258906615053526]"
314,"[4126.51082851841, 35.06366110515248, 3893.8660807732153, 2147.7673333559837]","[-13.806791891728658, -0.11832835826288186, -12.963566727842403, -7.125217791765751]"
315,"[2104.9324115836507, -597.588686055042, 4798.553789864018, 2028.3612307931105]","[-7.047176855320093, 1.9924403741613441, -15.966147486504433, -6.7331573629749295]"
316,"[1360.0170279515096, 506.10770067691953, -688.7849904749559, 621.8165501386299]","[-4.557251072557448, -1.6889986212891392, 2.2732430174007634, -2.068634969028228]"
317,"[-2134.1568648738107, 596.0169724233956, 4658.41239773261, 1629.4076197696063]","[7.129657503291422, -1.985823832212256, -15.47360513316188, -5.4039145191723605]"
318,"[-742.6693355911679, 341.29017196720787, 2129.147963486685, 609.3480346484458]","[2.474202389807149, -1.1371742875915538, -7.075479125499292, -2.01951378717405]"
319,"[-1034.1538999866455, 1224.4545506255197, 3700.4230264558246, 108.59657809118029]","[3.446212654424469, -4.065361670928425, -12.269078327917557, -0.3604689389234877]"
