,a,b
1517,"[23937.79239578765, 15260.218523236792, 3155.776655588431, -10328.86119936665]","[-79.25592830906825, -50.566383473762215, -10.481348719868924, 34.37969667874894]"
1518,"[-12101.230138098086, 9856.910021124662, 6124.427839303275, -7455.8913719700195]","[40.16750259170994, -32.688516388633616, -20.341646090873752, 24.813847305976413]"
1519,"[29990.60777275932, 32349.325285482773, 4641.318523205369, -2258.4270401688796]","[-99.50462478780133, -107.28699859612041, -15.4345620195745, 7.530917300556433]"
1520,"[15193.059334467904, 23061.457753444214, 6326.77435708363, -4156.7154127478925]","[-50.3980539376091, -76.50400341735174, -21.049173977355938, 13.829668497755153]"
1521,"[11326.531364754619, -4222.30105026961, 23673.552062910927, 3581.3976017933096]","[-37.528540966393145, 14.005435717007638, -78.65736123456473, -11.931016731000456]"
1522,"[6095.224370982855, 30059.75574065324, 17711.610154491333, 10192.48612566144]","[-20.176176904539652, -99.69106909585035, -58.84954792372137, -33.920391013027505]"
1523,"[-12118.89090152732, 44185.63611517512, 30941.082395957983, 16864.10111688444]","[40.23182587418178, -146.50730342195274, -102.76783246637578, -56.11116781069793]"
1524,"[-26089.97689587357, 35323.06978575876, 13787.848922476343, 39396.20724964412]","[86.59410146106572, -117.09872950513457, -45.80543173500082, -131.1329539940681]"
1525,"[-5374.378493411233, 17458.87004200828, 31489.967752193348, 11666.322243693914]","[17.892105125960747, -57.86964069579927, -104.64083995371054, -38.831378999049484]"
1526,"[-4088.7435454219362, 64893.66359029728, 18286.534502777064, -2621.963972643411]","[13.606156350676715, -215.08812899018508, -60.735128300984755, 8.724887792660637]"
1527,"[-10509.433094115388, 34627.88531148216, 4749.400813410619, -1293.5679191865042]","[34.880167785657264, -114.70475907646193, -15.774427842271574, 4.28009815553647]"
1528,"[-13193.12145141964, 40846.704233957, 1836.5190406652475, 3000.483774091431]","[43.767126277455944, -135.42590358063657, -6.0995065685398355, -10.074467439726524]"
1529,"[-2717.672484577, 15473.580775358869, 4251.795476405403, 1505.740491155691]","[8.98971493461045, -51.27404470110433, -14.1716955839351, -5.082543403136795]"
1530,"[-8817.18018395448, 8998.705779830882, 6946.604496043468, -882.8306791952505]","[29.171415543080446, -29.78484521224316, -23.096734563355927, 2.8862462526625583]"
1531,"[2324.8142778325687, 18256.337112910474, 3343.5486913668874, -2467.4244116494556]","[-7.764626680361657, -60.47629048455046, -11.132341075875962, 8.180227445525254]"
1532,"[13322.847669446906, 18679.82543879435, 2741.3012472228156, 2174.485460720362]","[-44.23480476697335, -61.89463811672844, -9.136783682182505, -7.309080993718007]"
1533,"[15052.015401878736, 48739.208775182706, -8905.186308617072, -1698.6871187524473]","[-50.021412675527685, -161.62833431747708, 29.61759527094379, 5.5797667902097166]"
1534,"[11919.169977176762, 27527.85973557241, -19660.1574309497, 1956.1102836403838]","[-39.61475008644462, -91.27569216459602, 65.3632493645119, -6.600099434467649]"
1535,"[17490.024678487633, 6122.370098342981, 6002.34707470999, -5474.598190051264]","[-58.10699284470268, -20.254792537428873, -19.904192742370373, 18.125502878985092]"
1536,"[6980.748463792859, 9353.029500693605, 12333.688143705316, -5218.9448180164845]","[-23.199116668129175, -31.014721558502146, -40.90994893694156, 17.293083237920815]"
1537,"[15828.506629723155, 28881.859636983525, 19412.992547633192, -8992.125355575541]","[-52.60870111876628, -95.84587065117384, -64.40558056415334, 29.839042305019703]"
1538,"[15016.9717549761, 28412.09868863809, 20677.88926319577, -3967.4502923765954]","[-49.920424611188054, -94.32474042505308, -68.56449443623633, 13.162270393378162]"
1539,"[7541.110028867135, 16653.31780562259, 5457.868938351831, 8446.522936170999]","[-25.055732398853042, -55.24651272475879, -18.019880825957042, -28.111495321304254]"
1540,"[11936.853046039767, 8886.777678594335, -2632.1783253597537, 32426.391603004453]","[-39.5808153192078, -29.49356594165227, 8.844342452271215, -107.88108459016543]"
1541,"[1817.7417873728346, -2745.9815677277074, -4885.095983533123, -1384.5550355599496]","[-5.988992268698737, 9.041633017391263, 16.313259428509657, 4.647518617375931]"
1542,"[9972.868298746707, 4401.820003696799, -4286.453110993502, 12784.77151677685]","[-33.059945277589776, -14.632509251997078, 14.270231610265355, -42.50079492740259]"
1543,"[4705.95419227354, 6145.126277952308, 1445.1159139861977, 443.87899863393335]","[-15.601040077164287, -20.386872972680692, -4.776433837598196, -1.444665357820367]"
1544,"[1076.0233058056763, 14273.916372344313, 3475.43128050629, 11681.334255196456]","[-3.512648606741623, -47.31847127649406, -11.533204006823278, -38.85675935504325]"
1545,"[-296.0243484880464, -1508.3339250833021, 6871.4522870273795, 666.1963333430014]","[1.0842860034096466, 5.073038808393065, -22.806939127734687, -2.2041230339147884]"
1546,"[-10298.202595679883, 30775.356455488087, 1529.6943963469537, -6158.425180661477]","[34.226238029712285, -101.83415945846696, -5.076286109046541, 20.506170815559237]"
1547,"[4843.622004582383, 2728.498545440686, -3781.189476356544, 15263.974069501293]","[-15.972903977426954, -9.037263461497115, 12.54078089293514, -50.75103052457066]"
1548,"[-4924.250443926016, 1819.795144692212, -6228.84804849726, -6064.234691842138]","[16.352093143102923, -6.043500001143298, 20.6885869136498, 20.22480675826166]"
1549,"[-880.8745864555466, 8906.048040464877, -1984.5259485083948, 3241.632675894386]","[2.9758314981954355, -29.509612404187855, 6.602675400622611, -10.794247883611254]"
1550,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1551,"[4074.500871233395, 16869.304379478785, -7819.4846790966185, -2958.0201673051947]","[-13.468162863710614, -55.85730555149596, 25.91303806311733, 9.889203627463813]"
1552,"[8289.351224961976, 25409.358544092964, 5516.348695184814, -34410.33404525141]","[-27.44412060376706, -84.10302753754216, -18.35958721955526, 114.36281441472865]"
1553,"[17192.193090996887, 26088.435406059274, 7072.029246737422, -21877.657982667704]","[-56.85854858660823, -86.30767768048152, -23.483532237369868, 72.71053184141532]"
1554,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1555,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1556,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1557,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1558,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1559,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1560,"[903.8264657508173, 23081.10239581549, 1732.7507521803195, 1161.0266414090875]","[-2.9861920786223286, -76.35073170399707, -5.700922276232334, -3.8952687056577933]"
1561,"[-9871.811084588182, 13632.090563754857, 7772.497168147822, 1699.7096485961526]","[32.63614796855693, -45.120586880176646, -25.715935858573815, -5.682066438255296]"
1562,"[-3489.7904262510856, 7338.313476922612, 9676.481567440103, 3077.22061306359]","[11.516439238174057, -24.30291598825781, -32.06096454615141, -10.252907301292367]"
1563,"[-4591.438505863381, 5501.874922762601, 5446.373887835813, 5081.2619098952255]","[15.16962872215375, -18.21468226701381, -18.072254326897152, -16.906424378959517]"
1564,"[-4814.212850029358, 8448.062197184141, 2816.182578255952, 7273.452966107755]","[15.907808252406175, -27.961351208157044, -9.344786710662842, -24.205826611095596]"
1565,"[-4082.6349366466593, 2798.8705754320745, 2578.6680451781713, 6795.614260242411]","[13.480080577811224, -9.25396487775751, -8.573588382554515, -22.631029309906005]"
1566,"[-3252.9428989369158, 4968.390688282271, -212.89946644880277, 8053.222269492803]","[10.734026190415124, -16.429926685738113, 0.6858926355716473, -26.826455765592804]"
1567,"[-2860.8929906679873, -1241.4664964637718, -6723.016688270108, 10368.909755007033]","[9.436742565188396, 4.180768166166848, 22.35409150075147, -34.56017512418177]"
1568,"[483.3886751113267, -4014.137785632882, -6037.168984304928, 12396.748186439927]","[-1.627173417108972, 13.418150779278902, 20.069785795526762, -41.359244356704735]"
1569,"[5792.252095347503, -12380.8478950866, -8060.707683043867, 3303.9101841237507]","[-19.250808561471825, 41.201648440325066, 26.84034459697505, -11.001720751494647]"
1570,"[2733.2743454281617, -5209.381630962277, -10913.080113047781, -2026.3474155472757]","[-9.100572210697027, 17.35402317940629, 36.35272582201106, 6.799528271288063]"
1571,"[89.81803210177235, -11115.427263826561, -13102.944224606563, -4416.543993244798]","[-0.3299218292421594, 36.965907761117585, 43.64023766069793, 14.791291492854066]"
1572,"[12014.964119332899, 2762.2090649610486, -9977.231745780351, -7274.632230486804]","[-39.94445209045672, -9.143611147742833, 33.24775891874721, 24.324105715035895]"
1573,"[5176.11540935975, 745.9631217569516, -9167.052976009729, -6145.732083894342]","[-17.24238440977763, -2.44630031665769, 30.490436157812532, 20.53838105938304]"
1574,"[11647.834525742463, 3121.817986547553, -8120.605979933978, -7551.081534233735]","[-38.709897177425184, -10.331236627372403, 26.99051373627594, 25.249666545702166]"
1575,"[7664.016421751046, 6495.842191385375, -6386.528870332328, -7512.605180258683]","[-25.473974969673602, -21.521420702882175, 21.242587876475245, 25.087161881003016]"
1576,"[7675.155444429908, 1424.7983035854108, -1900.4165642076048, -8246.381685571536]","[-25.50296039495286, -4.718331020934967, 6.367104512080359, 27.494820212214766]"
1577,"[5078.6975578132415, 8852.680458708654, 7794.2866091769765, -5758.882892632783]","[-16.87151454277638, -29.3157237166144, -25.75666676981638, 19.190953406083764]"
1578,"[5668.229222135689, 2139.015800330623, 9904.93779911324, -3276.1922078326024]","[-18.850583927354506, -7.067956628349458, -32.75969871569678, 10.920125441578142]"
1579,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1580,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1581,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1582,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1583,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1584,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1585,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1586,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1587,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1588,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1589,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1590,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1591,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1592,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1593,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1594,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1595,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1596,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1597,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1598,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1599,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1600,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1601,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1602,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1603,"[1157.4963713587354, -5896.404199634642, 1817.4916391980398, -1439.698682462159]","[-3.7989494352282502, 19.45216966111273, -6.035776573477661, 4.788916787159628]"
1604,"[2011.775834845606, -3571.9337622767302, 2719.211800005626, -267.7092243666561]","[-6.609302078436734, 11.83091118358239, -9.047434898443111, 0.8829229641514679]"
1605,"[64.119582959787, 7380.113804681357, 4447.02067182706, 714.2995132262612]","[-0.206914957136815, -24.588865059914877, -14.794501320518942, -2.390362849053368]"
1606,"[-2194.5126097681477, 6517.172677092836, 5616.531592508779, 1921.442856369529]","[7.360211443215366, -21.64552033930422, -18.67008391232944, -6.403912711875164]"
1607,"[-8780.500164404506, 14792.878567490356, 3979.8807171180456, 5474.828330649233]","[29.37636705969488, -49.10344324696353, -13.24094811729739, -18.25012228464916]"
1608,"[-14065.117687398713, 22115.27773593869, 8744.362754784599, 1487.3294663740096]","[46.99128990568709, -73.30746820269873, -29.044486017050584, -4.928048112047608]"
1609,"[-7341.555728912293, 12063.924443794576, 2404.4788941301845, -1316.4215568586342]","[24.48227365634337, -39.95917046712181, -7.999892700626704, 4.411569902109688]"
1610,"[-8048.8746543608495, 12539.238032029272, -3246.276964280487, -5997.6622619806685]","[26.76578817693319, -41.50504046996825, 10.744340999650777, 19.965453616526112]"
1611,"[-8215.435625740485, 20684.374864087044, -13306.325670068458, -1882.1569310783902]","[27.30081133100721, -68.45808674475657, 44.055146886452114, 6.279122334376255]"
1612,"[-7162.193699622537, 19692.744008380272, -8045.5091429881795, 16187.19206672604]","[23.789914543795984, -65.12529856634733, 26.60982053508677, -53.56855779839577]"
1613,"[-5925.013565464519, 9206.257888841354, -12984.45203246459, 3271.921524948375]","[19.66657353722627, -30.38081474169608, 42.95011706783373, -10.771611717520198]"
1614,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1615,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1616,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1617,"[13726.102739647587, 15816.783536358464, -4400.482668171444, 37798.42832625336]","[-45.47737879672206, -52.25972352560563, 14.635626643488518, -125.76019310536682]"
1618,"[6603.753218756811, -10258.865607861935, -11372.198858188718, 44359.19860052339]","[-21.908546926633583, 33.9018554653421, 37.75103362534175, -147.23432291166873]"
1619,"[5266.940436882855, -9561.45298901308, -5857.396603120079, 28280.25249591398]","[-17.492407566784077, 31.621795982215914, 19.437798973848267, -93.7596687365006]"
1620,"[2024.5159483115783, 4936.073793025592, 3327.0544323650606, 19035.100609751644]","[-6.756546575242602, -16.332917499777064, -10.970910976352673, -63.076306774832325]"
1621,"[1664.2959031316539, -1932.7120482759126, -8110.844817304783, 6317.462678798511]","[-5.542159523691827, 6.386926063809718, 26.880382623417923, -20.899337363714555]"
1622,"[4214.644698844892, 2439.9998244840035, -4426.227398674686, 11484.437916796525]","[-14.026449113356097, -8.070239767065475, 14.660890380091763, -37.94252909893385]"
1623,"[1910.4100344405435, -12309.42087255491, 4147.015292058609, 4232.554853638613]","[-6.3813099497300545, 40.705069527462314, -13.705984955049903, -13.967023117414657]"
1624,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1625,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1626,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1627,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1628,"[271.2298202930965, 3847.6736620768193, 27494.381752996273, 2469.991983913642]","[-0.9436214169099203, -12.774394656760531, -91.40459997006643, -8.231035235957723]"
1629,"[4719.024800714903, 16155.57100825315, 54284.984519222155, 473.09050254699446]","[-15.664024401948913, -53.449982811836385, -179.80911397181237, -1.5852165611491504]"
1630,"[14456.52373231641, 21902.11035419301, 56938.7648586847, 758.9984328241356]","[-47.86914822440214, -72.45693839632395, -188.47822068786672, -2.502990403129581]"
1631,"[17715.235197074657, 8622.291817127109, 33658.0972446351, 8509.611426589343]","[-58.67694191149394, -28.5001996371346, -111.38775415118069, -28.237396897675676]"
1632,"[13118.34640253157, 11257.142355595679, -6494.242976944752, 22734.74145322372]","[-43.44910802550257, -37.19054302430269, 21.41333589947973, -75.19357174631197]"
1633,"[20697.047917788273, 30375.02458743837, 22740.975111224783, 6212.179273343514]","[-68.62611279947626, -100.66977983612038, -75.44293728505458, -20.634751471704043]"
1634,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1635,"[9863.519818198401, 13492.95435991641, 12506.405240742837, -9172.965984819444]","[-32.60401567154857, -44.548332472524606, -41.3425525153299, 30.513970059040442]"
1636,"[9574.913374742251, -527.6713505434498, 4762.749478580671, 7965.252117813282]","[-31.654051989515956, 1.8034832505576046, -15.741621736183212, -26.379750119236313]"
1637,"[-1660.2194281518737, 6344.367600512095, 1637.7028265836911, -6149.8404695837935]","[5.472275648364119, -20.908820574794476, -5.365242082617144, 20.421443385827168]"
1638,"[16969.602526795014, 8182.401647264708, 632.9236184451854, -17410.820929567763]","[-56.074996411145015, -26.98023415140816, -2.06169627435818, 57.71876057588225]"
1639,"[5921.353287272771, 24565.43417962078, 465.8364273558892, -2012.1287262141827]","[-19.57168783000307, -81.11478494549203, -1.5317807970323656, 6.690601100849076]"
1640,"[17776.20428717829, 26380.52905158969, 10868.717382820509, 1236.2413096766547]","[-58.737932658553696, -87.11558582975033, -35.91526039173964, -4.091221707570714]"
1641,"[12481.313012584036, 22235.09808248309, 15375.937261209277, -4360.179659382293]","[-41.195758317144474, -73.42767117465934, -50.81840253235996, 14.413910357960386]"
1642,"[15409.615186534604, 18378.37240047749, -4779.007037392087, -2720.4076743596743]","[-50.833811583946066, -60.72166087268492, 15.799712785030907, 8.984995765246358]"
1643,"[13931.86284153044, 13181.872585614516, -14978.044959831215, -951.2591065885948]","[-45.93090001449546, -43.54747743984312, 49.506037052522764, 3.1177409949625594]"
1644,"[19507.02043704992, 2554.4680618338516, 22154.50631658217, -3855.597396489998]","[-64.34545865554769, -8.404733836016337, -73.17363488104161, 12.729494959218812]"
1645,"[13472.047372427543, 23612.626418364107, 24649.576732416925, 2340.9070188126]","[-44.43500755258131, -77.93658252047949, -81.44084983558305, -7.778671158672697]"
1646,"[8212.624511862163, 24706.35469844477, 23549.028423748718, 2391.976275529153]","[-27.06240519488934, -81.54718480351579, -77.79326266865358, -7.956130078464089]"
1647,"[-9368.29872392656, 30662.983293539975, -2098.022406911853, 2023.8508904204027]","[30.977016357273957, -101.1902025858394, 6.992586740628421, -6.7352973664396085]"
1648,"[-1839.2567021059906, 11524.796891556132, -16392.588259764274, 607.0788709491384]","[6.10191541779917, -38.02121456353758, 54.247519318006646, -2.0506787387562855]"
1649,"[8473.085601165969, 17217.19840201676, -8506.373954087803, -398.00057230737605]","[-27.95039004919209, -56.8377842496609, 28.1766185201124, 1.287002453248095]"
1650,"[10613.328423308621, 14080.80945328983, -19061.457425240027, -6099.608860738515]","[-35.040404009004114, -46.50976686277245, 63.04882142216033, 20.188336815585654]"
1651,"[18769.61943997501, 11043.269196216525, -9466.761015184675, -4069.631143440793]","[-62.01335533348901, -36.49735439461972, 31.315955018987857, 13.462997710883212]"
1652,"[-5771.904131527801, 940.6170097041519, -969.5116482194261, -3953.0191860418145]","[19.033823125597024, -3.1262564936324337, 3.214363188482805, 13.095485397843822]"
1653,"[17495.8492220019, 4325.110276478798, 539.5946910515495, -1810.288646835746]","[-57.87408503151041, -14.31842262023057, -1.802621849424143, 6.006548056966695]"
1654,"[13057.7812369413, 12383.610343943146, -1178.9335410824158, -4530.43179528452]","[-43.20297090486906, -40.978154035027, 3.881212770355333, 15.044041751841746]"
1655,"[-3624.357314331731, 29872.613127076667, 4307.841130878946, -2395.0126874453504]","[11.974446429637956, -98.85608615381612, -14.294234243621956, 7.978796249695111]"
1656,"[19910.727051710768, 27891.170871363112, 4558.319962975649, -4126.190764772689]","[-65.94396934545249, -92.3484092416296, -15.132259424314666, 13.744523269188226]"
1657,"[21970.692452533567, 22933.020226396005, 8410.447304170364, -6589.057370986062]","[-72.79183769548429, -76.0027080109583, -27.925804657166786, 21.950772425225136]"
1658,"[22812.958273894583, 7160.138431433499, 8885.079113595848, -5849.340568406548]","[-75.61457725296408, -23.780346799001578, -29.513669387602896, 19.50830034184512]"
1659,"[13587.994753880013, 11457.058841719992, 9524.255411850696, -8277.475036465685]","[-45.041623073137664, -38.02212401741024, -31.642322036633868, 27.600583388980528]"
1660,"[18071.95430916466, 13139.387834367762, 13587.073128240827, -13063.359486136345]","[-59.91020339890699, -43.59778618992351, -45.14967711823939, 43.55319596863824]"
1661,"[9534.987538394416, 7151.153604114779, 16199.442284098506, -12517.16781336415]","[-31.602209745767016, -23.754943998841657, -53.83751643063751, 41.711731502561705]"
1662,"[-1903.280709216531, 10141.178256526064, 2629.889550596451, -3882.66161495821]","[6.344371312010401, -33.69017905665699, -8.772334838896533, 12.92498907727049]"
1663,"[534.6946784547631, 20308.434082553205, -3950.97812807837, -1335.5184076650264]","[-1.743971686478942, -67.40591125851232, 13.091454411718916, 4.439941504528433]"
1664,"[7159.746471790491, 10779.2906652515, 2939.1608319681472, -1276.9228856808625]","[-23.755415175074898, -35.79798958301048, -9.793639407922244, 4.239844339060223]"
1665,"[9510.708683455512, -11974.29359403639, 12488.809227286645, 3589.1002887727236]","[-31.55142306470888, 39.74495010427306, -41.5794248517695, -11.982634602237894]"
1666,"[-3534.991796029549, 25863.856316310797, 22356.024742154303, 4849.331030031938]","[11.751209895420695, -85.94515820418204, -74.38955707459479, -16.194851117032208]"
1667,"[6658.764173905408, 29398.96414495881, 31291.581536993566, 13125.415626176029]","[-22.09832568716495, -97.6788944394353, -104.14647477953666, -43.791544810246485]"
1668,"[-7835.059042053614, 20528.254413028888, 4271.221960419186, 22418.490302701513]","[26.064682366520753, -68.15783257931304, -14.224972340799733, -74.84561582483389]"
1669,"[-9515.358384265364, 6638.369028323581, 7015.729449095915, 13737.291438893793]","[31.635529487078767, -22.004000688159504, -23.359808765950174, -45.858444302577155]"
1670,"[31577.242150059436, 15325.657537705747, 21692.765379915814, 7289.35311525593]","[-104.81611030284054, -50.878307195343154, -72.21870975842658, -24.39972719900406]"
1671,"[2653.948698502286, -9796.20845529598, 4925.2366459606665, 7325.498466955005]","[-8.800648554158405, 32.59664565664193, -16.40342387478507, -24.526771433159265]"
1672,"[-6652.524167514704, 2259.797292839036, 4790.189342199458, -1584.528244607754]","[22.069259795723806, -7.460717974818985, -15.989643391374516, 5.237492285352128]"
1673,"[-726.1474288741696, 4221.738885057688, 4871.334911722147, -2732.3961782928236]","[2.392241059810126, -13.960554480883593, -16.260085725138506, 9.072089831785357]"
1674,"[-2508.7012766154958, 12568.48335089091, 7041.940262390144, -1029.7618657185433]","[8.280678264900091, -41.641161303758075, -23.524847496891983, 3.373065447639626]"
1675,"[-4877.2317909291005, 17274.973425690554, 7961.974012594757, -805.2068787443447]","[16.09785662973453, -57.275068552409145, -26.60188720458732, 2.621856897140354]"
1676,"[15401.401578728035, 16173.309024268916, 9007.920061459792, 1666.2813571276226]","[-51.081873201241265, -53.57269214029861, -30.080509068677948, -5.628052878679908]"
1677,"[14431.772061687612, 28363.79491962673, -8308.956615065154, 1304.3792074008786]","[-47.886968210090075, -94.08060389303026, 27.668828747225703, -4.421242736093867]"
1678,"[29368.50446052774, 36514.33180393149, -22878.974399850744, 1840.3809300029418]","[-97.45567358999149, -121.14727697135089, 76.24452836865868, -6.213225039424061]"
1679,"[4733.893548160282, 20230.205727568362, -3984.423960765289, -8485.155513514428]","[-15.745001154866035, -67.10460900996951, 13.26044105671908, 28.208521497588272]"
1680,"[8821.596499357234, 21475.120385874518, 12292.639427877153, 11323.314268943615]","[-29.276631395424285, -71.2225004372611, -40.817989488890774, -37.74686011592491]"
1681,"[7764.206625065932, 9797.314253282735, 19861.136041013237, -1663.3428997106978]","[-25.74227138822956, -32.548747345324095, -65.86801686392418, 5.4812205659243665]"
1682,"[14695.18581521269, 20818.084295186036, 13663.020747736433, 8580.47122282336]","[-48.73977233935841, -69.04246100648731, -45.206317731675895, -28.563014296081494]"
1683,"[18052.817144106186, 18392.8301446368, 8012.323377746945, -7525.987856829302]","[-59.88697393956864, -60.956047421293974, -26.40995707491686, 24.999382432434743]"
1684,"[12961.294744022309, 3179.8673778847037, -8660.005774394407, 6070.130871654957]","[-42.94970106516096, -10.615452363913072, 28.87112228855866, -20.189145802485495]"
1685,"[1418.8608265352161, -2206.8433711677103, -21248.69114010388, -1974.3102475701858]","[-4.640192094896296, 7.19794137674607, 70.57172988670611, 6.592041095591446]"
1686,"[9844.700064174976, 5036.20483868025, -10133.449088786174, 9088.025739165689]","[-32.567487936603555, -16.718418935713785, 33.64323117511603, -30.084498703705258]"
1687,"[8852.411681724154, 1378.7275022953634, 4016.4148650525067, 20106.025050394896]","[-29.294973791203716, -4.5889398466699785, -13.27328728201577, -66.62111371949295]"
1688,"[10352.411635497245, 11156.059152928003, -8383.648499196595, 2165.3843141102047]","[-34.273463147926556, -36.92033356974298, 27.79817752189612, -7.144890191326158]"
1689,"[6898.064091538333, 30817.21110057004, 2674.0567365188517, -1077.3454884837197]","[-22.79001589936966, -101.94044619245497, -8.90699198090612, 3.6276821115735984]"
1690,"[5866.054528339439, 14190.207190364912, 2606.378482583283, -903.3520362676876]","[-19.364606492753587, -46.8918319263548, -8.68214989848857, 3.025376815547311]"
1691,"[6938.951254432927, 7574.908502720223, 2645.4892920074967, 9772.286133940648]","[-22.897028297162116, -25.01365990000135, -8.766783370068836, -32.395704815936604]"
1692,"[-8726.835434291123, 3913.2904012541603, -13845.568758292708, -4120.598081281438]","[28.90002533923952, -12.955653702937642, 45.849330442733056, 13.665550109754783]"
1693,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1694,"[nan, nan, nan, nan]","[nan, nan, nan, nan]"
1695,"[10908.826333367839, 27208.423899087185, 2032.6711946967869, 1006.309742626641]","[-36.116577441312536, -90.1300343721326, -6.777945769555976, -3.300720317690732]"
1696,"[22943.104729648814, 20161.70998194588, 20339.265515827006, -23688.770275954204]","[-75.98612105765791, -66.81123015698023, -67.46903523692507, 78.71699545425291]"
1697,"[16434.928157051057, 25654.03321118099, 2644.020259157574, -9272.191797043857]","[-54.44580038523484, -84.98385791452169, -8.847510497919115, 30.84869564163003]"
1698,"[8709.299413130406, 20590.597206664646, -2195.7851743050205, 9087.080147569563]","[-28.842560019700187, -68.22431967673901, 7.200379768822413, -30.180463822292495]"
1699,"[-1193.8904556283537, 7039.9827778558565, -2206.212477446605, 5495.269683629016]","[3.9839151509459456, -23.340972623402305, 7.264279026978566, -18.3050425691421]"
1700,"[-936.614619910912, 4581.687587535649, -3596.7035701486, -1299.8342026351354]","[3.1073973895058837, -15.228023202608494, 11.894407858998445, 4.322519007865551]"
1701,"[815.1823797985768, 15308.113402974184, 6494.060558340955, -8316.418330631112]","[-2.691307446892516, -50.75524893485248, -21.543580691875807, 27.611117344686765]"
1702,"[4145.129277060198, -958.71708122592, -2541.5617180928034, -1587.3269066537355]","[-13.738517516672408, 3.1355007132111212, 8.41676261579568, 5.2574996521722985]"
1703,"[12276.987931925913, 7039.643515242137, -1789.126961456343, -3967.544028181879]","[-40.64053096410657, -23.30623022640501, 5.934423420756778, 13.147739285985839]"
1704,"[14796.56830785511, 14724.840786687382, 3693.040368416803, 176.78568623276828]","[-49.00672280869327, -48.732822038742185, -12.223644538837133, -0.6079591739593041]"
1705,"[4027.26469039496, 13299.483438248066, 4590.868882387929, 3531.6332292878747]","[-13.332301350823995, -44.00064901528661, -15.203918580431282, -11.753045168008164]"
1706,"[1579.1684981465248, 9578.060594744664, 14259.957840816796, 763.0812163331813]","[-5.251761700280012, -31.720218305999296, -47.30297717544463, -2.550542259988593]"
1707,"[4245.513452118866, 14717.703469631811, 10890.312951138825, 1964.1796219560417]","[-14.091717705332355, -48.74327309400876, -36.19958369401317, -6.5421452154292625]"
1708,"[-481.8290450279153, 2985.2499692826664, 7202.9858706074965, 6842.5575560360685]","[1.5648017986696858, -9.86242416603685, -23.97740413458926, -22.771925445470934]"
1709,"[-6839.320832011088, -361.5504878358952, 2408.2038385039527, 11920.882495708764]","[22.659361814598142, 1.234017933850023, -8.040858744575981, -39.708973659811484]"
1710,"[-9084.096433273802, -6177.275531352185, -887.330846055164, 7538.381651659619]","[30.119264018797963, 20.533595963393907, 2.9217328935680795, -25.140623207008392]"
1711,"[-10937.731913258729, -25684.76185097806, -3699.164217226749, 5682.961742321204]","[36.282774697030014, 85.36711323581333, 12.297755890902053, -18.97067465129943]"
1712,"[-1105.3702896625953, -27949.849022670493, -2736.371079757101, 5979.18145421032]","[3.6173413228777234, 92.97842515161251, 9.097753001084328, -19.960963487652766]"
1713,"[-1791.7614084724014, -32465.42693197977, -2885.1108329597887, 7689.088463802847]","[5.910754936687935, 108.03494862480619, 9.603142331180546, -25.682710899473424]"
